x1	x2	x3	x4	x5	x6	x7	x8	x9	x10	y
0.5838343	0.30802047	0.2638046	0.41255665	0.30249673	0.14816606	0.63333935	0.086773634	0.4535321	0.21749914	0.18378702
0.33972758	0.2886091	0.5490946	0.41798067	0.9865899	0.041097045	0.1641987	0.371275	0.5305009	0.78683513	-0.7924046
0.53884274	0.6864264	0.6783924	0.33487964	0.88543916	0.45805627	0.5289892	0.53196764	0.5835483	0.55929554	-0.13457659
0.60841465	0.1529929	0.22125763	0.717673	0.56402147	0.20138198	0.29949826	0.033901215	0.31119907	0.45749778	0.23847505
0.6089323	0.27093005	0.4604808	0.3810836	0.13437235	0.48387116	0.33906	0.10797769	0.1326217	0.7837898	-0.26793507
0.9230584	0.1757518	0.37349027	0.39556295	0.7023429	0.33514965	0.46978843	0.35417902	0.77219766	0.28186607	-0.086129315
0.5930268	0.5016849	0.4858635	0.60759896	0.32419038	0.33779114	0.38819158	0.3335266	0.8099763	0.19576788	-1.8649144
0.10892224	0.28317207	0.18062228	0.54364914	0.53649646	0.46645457	0.4045127	0.39564407	0.19334263	0.13758552	-0.23539758
0.58489823	0.3139451	0.61595917	0.26947278	0.46045256	0.6139829	0.4818818	0.8148895	0.7250005	0.68761104	0.21038984
0.48543978	0.59533334	0.90942043	0.4063822	0.34110302	0.9150352	0.7636111	0.33521116	0.847118	0.94744486	0.4087207
0.49467707	0.24273139	0.35411948	0.17048126	0.931047	0.8053218	0.28159124	0.36474544	0.42976493	0.5019364	0.17901623
0.022742748	0.0050734878	0.22180116	0.3139338	0.3855508	0.10390419	0.73791754	0.32356435	0.27114975	0.4102385	-0.41123244
0.74494934	0.5875726	0.1669752	0.99728847	0.087022364	0.029814541	0.45124155	0.23315614	0.6885713	0.5413506	-0.063389964
0.047006786	0.5051541	0.5376669	0.29050487	0.6245182	0.72490406	0.55972546	0.9164197	0.22925574	0.4707929	0.15717475
0.09320569	0.11186254	0.8635874	0.9931133	0.49322742	0.7554231	0.4274637	0.07926911	0.74881226	0.24571508	-0.109048836
0.37112266	0.8730045	0.7860129	0.42114437	0.24789983	0.40328205	0.78208506	0.9745835	0.41205055	0.8967805	1.087674
0.19235098	0.5856515	0.41303653	0.009153128	0.8585351	0.9725523	0.7216608	0.67251873	0.20959318	0.49854648	0.83654064
0.25768983	0.20399886	0.05557847	0.17488128	0.9749515	0.74465317	0.8843751	0.5067167	0.06643951	0.12157744	-0.17639609
0.16026086	0.58869094	0.52611864	0.88394034	0.3824172	0.74015355	0.17170495	0.29308498	0.026820302	0.3255455	-0.5984417
0.058321297	0.5858677	0.33357817	0.1711908	0.67935026	0.6350282	0.7489872	0.1319418	0.5845438	0.2098856	0.12472837
