x1	x2	x3	x4	x5	y
0.34270704	0.6823873	0.98252136	0.026835501	0.61000407	-0.3662249
0.98569375	0.2959146	0.008099914	0.23141766	0.19805253	-0.042491995
0.56570786	0.558616	0.77351946	0.61146396	0.86884147	-0.29406142
0.15172893	0.4853276	0.3228618	0.6626456	0.19227052	0.09155578
0.12671298	0.53161675	0.25781977	0.73908514	0.80802155	0.5581137
0.25529146	0.3588549	0.45702082	0.26955032	0.5173889	-0.107371196
0.09571433	0.8488257	0.874997	0.66555053	0.9648674	0.3209245
0.5736305	0.22172219	0.22942215	0.45422012	0.96617585	0.40196142
0.57910085	0.6897984	0.30224568	0.75274575	0.9900856	-0.29259354
0.08470935	0.031392932	0.33744705	0.22042352	0.12979543	0.08938192
0.64597315	0.21911508	0.9463801	0.41567576	0.44231725	-0.0024683885
0.87203807	0.31145114	0.18673557	0.53951186	0.7772605	-0.68617344
0.24184042	0.12315327	0.07966739	0.031654835	0.8646869	0.6270508
0.39726216	0.6603269	0.37252504	0.89716804	0.6784895	-0.17591941
0.7531024	0.5514438	0.6712915	0.7806531	0.12286961	-0.5504988
0.9389317	0.5113995	0.5581965	0.047285855	0.7666814	-0.29841885
0.41828495	0.98823744	0.24364787	0.09680748	0.22102362	0.91727364
0.73618734	0.07790911	0.061711192	0.86530405	0.7860657	-0.16271454
0.59205055	0.851221	0.02388531	0.6952391	0.51333266	-0.38375294
0.34014738	0.7836909	0.03947693	0.9473007	0.19347852	-0.023649931
0.9668646	0.4200462	0.11022657	0.22415644	0.69167554	-0.013208097
0.629275	0.83022904	0.7448185	0.27683425	0.14240259	0.012766533
0.2998591	0.13021946	0.26419675	0.19988942	0.090323746	0.19196798
0.47134072	0.14441597	0.35150468	0.6655334	0.31338006	0.31695753
0.18310434	0.34056032	0.6200353	0.47376025	0.81553286	-0.69577366
0.8225749	0.92914236	0.92219317	0.34206378	0.55712074	-1.3733151
0.99710953	0.11871022	0.61700237	0.016206563	0.5150673	0.09140697
0.42393363	0.76741225	0.05574596	0.77534276	0.007455647	0.20058197
0.35760778	0.37079948	0.47506076	0.30963552	0.2346201	-0.14364189
0.6937112	0.0063526034	0.841314	0.1899761	0.080982625	0.17221123
0.4820276	0.5896233	0.16637021	0.21042502	0.041030884	0.6505964
0.6105374	0.81413925	0.7682403	0.9626351	0.7263258	-0.33379745
0.24860895	0.77281666	0.7011137	0.6346895	0.21000367	-1.2200619
0.8845632	0.34512305	0.48571873	0.8285453	0.12364203	-0.730782
0.18535429	0.47323948	0.06287438	0.15020287	0.93087864	0.20170465
0.7100289	0.9408682	0.73431784	0.85037917	0.48114192	-0.51312745
0.3896373	0.25574815	0.7222699	0.84561664	0.49719298	0.5735342
0.5474354	0.3213635	0.29982734	0.7382785	0.1471659	0.10241228
0.2806419	0.20541584	0.7175597	0.19396079	0.40304673	-0.26617578
0.17934257	0.7279994	0.16219324	0.05212736	0.0062835217	-0.63767534
0.042595327	0.33343422	0.2641477	0.45729434	0.2700556	0.44827214
0.74245757	0.12444967	0.30423117	0.8911612	0.5848615	-0.15678301
0.7757272	0.4534874	0.5690184	0.008010387	0.5928726	-1.3591418
0.20186514	0.18719518	0.1477524	0.1065371	0.5000811	0.81281847
0.7910316	0.016257346	0.26154894	0.29796213	0.7922577	-0.97008735
0.19666123	0.75885594	0.31694394	0.9548167	0.9587228	-0.6712926
0.72198933	0.6385642	0.060222507	0.6664154	0.9834596	-0.3734993
0.38264275	0.53961295	0.23437399	0.2565388	0.055927992	-0.15648325
0.20991147	0.16128111	0.48173475	0.19800568	0.80965	0.21084341
0.9183566	0.04104036	0.6424019	0.2734884	0.93697035	-0.39250392
0.24852973	0.44153214	0.9182388	0.76796794	0.002563119	-0.72783715
0.08112687	0.29186398	0.6366982	0.13244063	0.78502643	0.047577254
0.81128836	0.14897913	0.7488789	0.24670815	0.5967532	-0.7716158
0.9790767	0.7289012	0.8862447	0.10319239	0.97706723	-0.4075149
0.3201205	0.9460577	0.75848395	0.92765486	0.09444845	-0.30093983
0.1411283	0.45332623	0.33191246	0.39299315	0.2869329	0.124387234
0.97521967	0.14057761	0.56455153	0.5148602	0.021913946	-0.4233084
0.010772109	0.53720856	0.11498439	0.36252844	0.3621649	0.5160286
0.5700039	0.69752526	0.87805545	0.19750363	0.9743205	-0.697013
0.019061208	0.13084024	0.3475567	0.76442057	0.36532468	0.046180286
0.10111976	0.5504499	0.74049383	0.9859785	0.26998335	0.0072048493
0.8404023	0.13651896	0.71700215	0.17516053	0.32270986	-0.93819237
0.9467531	0.76714337	0.45514286	0.2925107	0.48955864	0.0019688234
0.6198043	0.92079985	0.39820772	0.5029198	0.29413158	0.036037885
0.34258795	0.29323137	0.69536644	0.2767477	0.93768257	-0.23846453
0.40451497	0.112303615	0.7050734	0.28761387	0.06832516	0.43801206
0.77850014	0.17501724	0.088769734	0.0075139403	0.17371726	-1.414727
0.70418555	0.08827162	0.5977829	0.80233127	0.20214993	0.1901313
0.67168784	0.9969328	0.9837943	0.15016145	0.34308016	-0.49998218
0.6308068	0.74325967	0.4214248	0.50155824	0.39142704	-0.19340561
0.14238274	0.24559438	0.796232	0.19934177	0.6764414	-0.76491505
0.9830047	0.1721847	0.5026887	0.6145666	0.9792217	0.059347853
0.06582552	0.15356737	0.51130325	0.6179364	0.30398595	-0.14351079
0.80743533	0.06078565	0.027120471	0.045357525	0.06917477	-1.4008155
0.8968103	0.9610757	0.18456167	0.62750983	0.19136721	0.48013958
0.6216926	0.3846801	0.12959564	0.8805782	0.35336894	-0.53432405
0.7122127	0.5918997	0.36386013	0.27655923	0.29033935	-1.0427552
0.16993308	0.81072193	0.19108331	0.15088516	0.038384378	-0.59451187
0.6384068	0.6211832	0.7794465	0.46615326	0.86958224	-0.7980813
0.32201493	0.23975444	0.49046564	0.60905826	0.76882386	0.09481378
0.38587993	0.13422155	0.17882884	0.2820583	0.992627	-0.14885579
0.960117	0.2608816	0.53389037	0.7439336	0.9553182	0.02398922
0.48542202	0.5043006	0.37705398	0.9047305	0.16119075	0.11909586
0.38398564	0.17323095	0.46069866	0.09403479	0.15021467	-0.24902587
0.22201347	0.65143836	0.19394463	0.26559716	0.4858122	-0.63910985
0.64524287	0.014611781	0.2484448	0.19308269	0.765406	0.35769674
0.6371122	0.4894473	0.059031963	0.26090693	0.6172946	-0.4279241
0.016498566	0.33739287	0.09178978	0.6012986	0.53341186	0.6142783
0.17945188	0.3374098	0.96449006	0.036805153	0.41457385	-0.86089545
0.34372836	0.24465579	0.021488309	0.029577017	0.30215186	-0.36642882
