x1	x2	x3	x4	x5	x6	x7	x8	x9	x10	y
0.9925538	0.6594673	0.6174653	0.93432176	0.43869537	0.40713722	0.033132136	0.08191538	0.12670523	0.44735855	1.1067477
0.47615546	0.89950997	0.6317894	0.07514584	0.8261218	0.08551562	0.27744955	0.859872	0.025127053	0.9586832	-0.056651153
0.12146902	0.31156456	0.19701344	0.5429689	0.1770677	0.53545094	0.8997408	0.34356993	0.49621826	0.2780583	-0.65652335
0.5316775	0.14600277	0.4873106	0.65182644	0.56490165	0.80567366	0.1521352	0.038738668	0.67143935	0.18142742	0.21980523
0.5225784	0.7254411	0.031459987	0.94588584	0.91971636	0.3857748	0.23937595	0.65759015	0.10329324	0.48616517	0.32981595
0.5116048	0.6000096	0.1962899	0.690979	0.17670745	0.74230295	0.8021932	0.71512854	0.46443254	0.12421578	-0.07734734
0.16626	0.7677292	0.5349104	0.7932864	0.65700424	0.38777602	0.69781715	0.07730943	0.43666124	0.5193685	0.46318975
0.27822286	0.34076065	0.62473816	0.14881623	0.76377755	0.17626005	0.014964044	0.7049736	0.43180352	0.32286322	0.2810138
0.510816	0.02584362	0.34709334	0.73561966	0.93334013	0.17868638	0.9740985	0.31705195	0.13423318	0.16780764	-0.42522267
0.6554679	0.8488277	0.47829694	0.7451436	0.8937993	0.1991018	0.88891315	0.5765417	0.18625122	0.38449943	-0.30457872
0.112451494	0.01192379	0.75040114	0.37673843	0.16152066	0.06735623	0.70565087	0.5450157	0.6324859	0.24753386	0.26132774
0.0069332123	0.1292476	0.2373594	0.9842218	0.9999291	0.7529716	0.6763429	0.6155939	0.95306545	0.23784727	-0.5834291
0.9831785	0.13819456	0.7275548	0.56193525	0.025217116	0.8555595	0.8927494	0.28553998	0.25941777	0.49503112	-0.508669
0.4169559	0.67148685	0.92535275	0.90146434	0.37046963	0.8638857	0.8221659	0.51048964	0.74612707	0.50547993	0.10638825
0.18101913	0.5367864	0.4720868	0.66033465	0.33789253	0.6136535	0.17953622	0.30234987	0.16903836	0.32361895	0.41621807
0.31722385	0.39023715	0.67239416	0.21522152	0.9497892	0.23423111	0.051232934	0.39426064	0.3752591	0.73657006	0.16225728
0.7028587	0.7300151	0.18366683	0.7502083	0.5800459	0.6459383	0.71365565	0.59907854	0.077241	0.71355134	0.51472044
0.5625601	0.22055572	0.59400475	0.0063408017	0.87377775	0.85502774	0.4395234	0.35296524	0.6928505	0.08076835	-0.2988467
0.7582683	0.27250922	0.909445	0.37466884	0.81410396	0.16845965	0.9551783	0.67767435	0.21252841	0.86647993	-0.575264
0.85794294	0.1347121	0.10976201	0.3788848	0.015749156	0.08062559	0.47215837	0.21167499	0.8622619	0.050062	-0.006806
0.77261835	0.9769908	0.91788334	0.60581875	0.7483315	0.77620715	0.59704983	0.1831842	0.24865574	0.1355905	-0.9634811
0.23882324	0.3102514	0.15526241	0.15684289	0.080203	0.703599	0.3467828	0.05672103	0.99148417	0.35427946	0.1788249
0.56048524	0.28255028	0.4525684	0.94828814	0.96757126	0.5206487	0.6869073	0.7937856	0.40078342	0.9012329	-0.35107794
0.05772835	0.636639	0.24403	0.80158085	0.54971164	0.35442853	0.2666818	0.78865033	0.8004727	0.6368708	-0.102006
0.28346455	0.42447227	0.74500185	0.45551276	0.07907659	0.9985828	0.55509603	0.37860388	0.5952631	0.18658376	0.30986962
0.6378595	0.14286304	0.016391098	0.28003174	0.3067767	0.48359764	0.984036	0.83566546	0.91098106	0.24658203	-0.39775583
0.05699992	0.627088	0.7396346	0.5625732	0.6119732	0.81534755	0.72988135	0.85463214	0.010129809	0.079063356	-0.28075466
0.46322042	0.7670624	0.6000234	0.5354888	0.55623835	0.8207387	0.82869893	0.69216734	0.61929613	0.4494025	-0.29225114
0.7854681	0.9478474	0.053648293	0.5982745	0.3671279	0.52122754	0.25726295	0.6803852	0.76580423	0.5093195	0.59884995
