x1	x2	y
0.62109494	0.13028657	1.5016971
0.9268751	0.30604684	-0.12451512
0.80117637	0.5148857	0.2845813
0.46105868	0.4840461	0.37723443
0.58499724	0.73569804	0.25535202
0.58018994	0.65252745	0.3960918
0.050237656	0.8642687	-0.033607688
0.935932	0.9133029	0.77600205
0.8696113	0.1391843	0.73325264
0.31465	0.94086266	-0.7943197
0.119170725	0.9536106	-0.46146193
0.10675198	0.14779574	0.6082237
0.744439	0.14075547	-0.10664913
0.38544965	0.8637459	-0.009940793
0.89604443	0.97287786	0.533663
0.39854127	0.11136961	-0.34122273
0.99230546	0.39348692	0.18617342
0.29428244	0.6218869	-0.37379983
0.15033776	0.8286401	-0.7983517
0.81336635	0.103259385	0.8644501
0.089313805	0.4562018	-0.7267763
0.71001273	0.48551893	0.047115214
0.24646121	0.5114312	-0.024056967
0.030033886	0.1466195	-0.10375671
0.16715533	0.91176516	-0.46630156
0.9407529	0.33016664	-0.16809258
0.5224252	0.72298896	0.023742717
0.5599087	0.24962372	0.87502426
0.7883692	0.8073671	0.10317704
0.47102225	0.43844873	0.16428484
0.9543726	0.9370644	0.88669413
0.21651089	0.9891938	-0.1426218
0.62373626	0.16786957	1.3967485
0.77370626	0.12671274	0.29493946
0.9619643	0.17856044	-0.23501223
0.641414	0.6522501	0.34885103
0.61892897	0.9147111	0.60196245
0.29232526	0.28891486	-0.81595033
0.06671429	0.47948015	-0.4619256
0.26313972	0.5200346	-0.21072307
0.39750075	0.66589683	0.532423
0.93253815	0.6475391	0.31860447
0.3389299	0.2546519	-0.4941952
0.06392348	0.92072344	-0.047830675
0.40527993	0.60092753	0.5898991
0.51849556	0.18136644	-0.12055431
0.7815907	0.78020936	0.13673703
0.52518	0.21585554	0.064644046
0.2875467	0.5068855	-0.4116941
0.21433139	0.22102088	-0.08597614
0.42541647	0.3560248	0.29740536
0.6227404	0.36857724	1.0179064
0.43371844	0.30915922	0.14086504
0.04306972	0.93606347	0.46449888
0.59539115	0.94711226	0.5514685
0.41941947	0.37434357	0.39746782
0.029946923	0.31019467	0.16536038
0.827886	0.010277212	1.1352996
0.3251173	0.8046296	-0.64691466
0.78817266	0.68462265	0.22075249
0.40102744	0.46214217	0.52821416
0.40504658	0.3156798	0.3156048
0.7086623	0.32969856	-0.043071553
0.21910971	0.6134302	-0.091428846
0.13859701	0.3932926	-0.5987994
0.7555068	0.68686473	0.15464443
0.9256691	0.1589765	0.019230843
0.50434726	0.35234863	-0.08670842
0.22034162	0.21872324	-0.18235779
0.62596804	0.5523123	0.5919096
0.24477577	0.14757025	-0.7269124
0.08573592	0.9900323	-0.035122298
0.41477728	0.38438237	0.39134684
0.316141	0.24991709	-0.8758638
0.04274392	0.20647049	0.22613716
0.80561423	0.6095879	0.22384304
0.32362068	0.3110438	-0.68185955
0.8194069	0.8604223	0.04011604
0.98171717	0.6458528	0.5306592
0.7415556	0.45982587	0.0118700415
0.20768219	0.010159135	-0.28446847
0.80454713	0.42732656	0.37524253
0.70542294	0.5246109	0.054829255
0.0333395	0.25470257	0.10204631
0.6406661	0.39879978	0.7455729
0.01716876	0.67532974	0.38798773
0.5191759	0.3393097	0.038215324
0.7019857	0.60555977	0.13033725
0.3155985	0.9491741	-0.76520866
0.75083977	0.56278133	0.19915916
0.4039743	0.07648009	-0.4386534
0.8860387	0.3709799	0.13259347
0.17688721	0.82057595	-0.4771737
0.6775755	0.62373435	0.15697806
0.40085977	0.34396487	0.31244153
0.58484924	0.8869245	0.36637363
0.57160205	0.26357603	1.0641514
0.9966941	0.51069355	0.42157748
0.8952588	0.6218599	0.09719016
0.94817823	0.7884869	0.6364652
0.24508643	0.85122764	-0.14231417
0.50321656	0.098641336	-0.6111327
0.39522702	0.048693955	-0.49038112
0.24094892	0.14578205	-0.6951881
0.8419758	0.39495593	0.29395953
0.41361153	0.7396077	0.51752806
0.7034853	0.17001605	-0.12456466
0.68426734	0.7124113	0.1608472
0.102445304	0.9347185	-0.47968468
0.19575953	0.3044746	0.013766164
0.08815718	0.956989	-0.23126775
0.59520876	0.9210174	0.4912504
0.5326504	0.77177185	-0.107739046
0.34035724	0.10111219	-0.87496006
0.5802638	0.45541072	0.80469227
0.44951546	0.25444257	-0.15183347
0.5103509	0.6435919	0.05554129
0.68037397	0.09721786	0.3113643
0.7415601	0.55141646	0.15024215
0.8448588	0.85335696	0.12352595
0.10624266	0.98016006	-0.26458642
0.008274615	0.7874329	0.7838295
0.5351921	0.7366044	-0.04151626
0.22961682	0.8005982	-0.049333826
0.25258362	0.058052003	-1.229551
0.6675166	0.77367973	0.26999915
0.9956299	0.44774365	0.27270845
0.98098934	0.8212189	0.7541043
0.25201797	0.11432779	-1.0250858
0.78043187	0.22606206	0.30947572
0.7293474	0.071781516	-0.090468295
0.86478496	0.6498589	0.10562083
0.4425186	0.729314	0.66748095
0.1440267	0.39069653	-0.59530234
0.5049017	0.21108663	-0.29402423
0.37223893	0.28437257	0.069777355
0.9765181	0.92476785	0.8863251
0.9312402	0.90866816	0.7005037
0.021146536	0.66725117	0.33199334
0.68429434	0.13326067	0.1745434
0.7026704	0.22869164	-0.067133665
0.57950836	0.66561466	0.33956483
0.9314475	0.23769265	-0.11534392
0.10661256	0.96262914	-0.4012386
0.7098839	0.74302363	0.16876812
0.6799823	0.32301962	0.24619763
0.8007743	0.06348282	0.81420875
0.5695822	0.72601986	0.16218866
0.84162235	0.2503146	0.66076297
0.1620552	0.68741477	-0.89692825
0.10291791	0.084468424	0.73762554
0.05034083	0.25753266	0.18165907
0.4045611	0.20390332	0.018249467
0.2885869	0.05725652	-1.6063931
0.8073218	0.38553506	0.4370212
0.18452728	0.6301775	-0.47667417
0.12614602	0.84999514	-0.91311574
0.7875078	0.008644223	0.64756614
0.10752696	0.17031175	0.43039402
0.22933441	0.5624309	-0.019278754
0.005571604	0.12931657	-0.50186384
0.72834253	0.33624375	-0.12829685
0.3010388	0.08635938	-1.4598899
0.70265573	0.53530806	0.09496879
0.30673492	0.19380808	-1.1037046
0.6063362	0.6360459	0.49198765
0.7219305	0.64859	0.14717825
0.42372733	0.112945676	-0.4435292
0.8183042	0.49571395	0.25821567
0.16770637	0.93119496	-0.40741754
0.7787739	0.10703528	0.4900061
0.25029147	0.3298478	-0.34132245
0.21135837	0.73349345	-0.0785569
0.14330286	0.9646845	-0.40599793
0.29333282	0.7951377	-0.5061571
0.51702744	0.28010446	-0.10879898
0.8338914	0.118483186	0.9447921
0.23545903	0.5599302	0.013368331
0.8966373	0.28577232	0.09207947
0.19553459	0.1807921	0.09454819
0.27956146	0.3272826	-0.65533483
0.38353938	0.21555704	0.005696919
0.6562726	0.50406075	0.4351378
0.17331588	0.2144677	0.2507788
0.605876	0.49285734	0.6833675
0.85387385	0.42420197	0.2428094
0.094949126	0.13019377	0.60323405
0.3532375	0.38926148	-0.14114122
0.5570613	0.38786477	0.5788151
0.68448806	0.3337081	0.09088841
0.866977	0.6148437	0.0825721
0.34628212	0.9456004	-0.665579
0.627647	0.160205	1.3556755
0.2217282	0.8135075	-0.031090647
0.7283605	0.8903971	0.22517043
0.46159214	0.8497103	0.40795502
0.7485892	0.6546286	0.20238176
0.38427705	0.9819943	-0.2627426
0.60118186	0.37099314	1.1028961
0.4928912	0.9915242	-0.16539319
0.83582544	0.4629469	0.32352152
0.99018276	0.7195677	0.63664716
0.23379147	0.044965506	-0.8571253
0.7905693	0.96891636	0.08889599
0.20868754	0.7053614	-0.16730595
0.52128565	0.39309126	0.12232186
0.3640448	0.6391008	-0.0023776782
0.6102281	0.83770436	0.45919183
0.6830371	0.72752863	0.23384151
0.9410785	0.65569264	0.33477563
0.57422125	0.31796777	1.0286943
0.8666947	0.5738407	0.10244598
0.8222842	0.98282325	0.036248595
0.38817352	0.8520504	0.045974676
0.39845973	0.95121485	-0.028700456
0.89354765	0.32078218	0.17070019
0.51793194	0.28164607	-0.025782514
0.2977764	0.39876628	-0.57102096
0.49659115	0.32570344	-0.14418972
