x1	x2	x3	x4	x5	x6	x7	x8	x9	x10	y
0.3954463	0.11593568	0.19129205	0.24098259	0.4804151	0.69594574	0.74006426	0.25710422	0.41610688	0.11395705	-0.47795385
0.8781217	0.99897707	0.98598677	0.70433754	0.39338148	0.48753577	0.68039197	0.066595495	0.53103834	0.09357256	0.477909
8.636713e-05	0.48328823	0.34082443	0.18326986	0.5828871	0.520368	0.57630026	0.22015613	0.010255754	0.51094276	-0.32584253
0.29602277	0.33143187	0.86809295	0.5816591	0.72835755	0.36026394	0.10325682	0.5996983	0.16887665	0.56195164	-0.28908837
0.109788775	0.8769457	0.15939307	0.93407905	0.8532016	0.87797135	0.80002147	0.61572987	0.47563076	0.49201888	0.5694025
0.30113924	0.040401757	0.9557372	0.5259062	0.7351596	0.51835144	0.643686	0.19193465	0.11131716	0.8813212	-0.12779108
0.68960804	0.7468815	0.0037221313	0.533804	0.03362316	0.4427815	0.47356784	0.14823997	0.004887402	0.50329083	0.4451583
0.94964963	0.95061237	0.1955893	0.4111793	0.081878304	0.10952312	0.3629068	0.9854294	0.3695575	0.52892905	-0.26499388
0.97038233	0.58910364	0.9033491	0.8322456	0.96885544	0.58574504	0.09565884	0.069868386	0.24166113	0.912688	-0.26603732
0.7875162	0.64633816	0.119235456	0.13174766	0.90792465	0.44809812	0.0021646023	0.43818903	0.37996268	0.507542	0.40500003
0.7092543	0.6923934	0.11741066	0.49451983	0.25221372	0.83821416	0.7475914	0.7744408	0.9545717	0.74560124	0.4491747
0.0003540516	0.626165	0.15690726	0.56677043	0.5053444	0.9959106	0.15838873	0.010119379	0.36596042	0.5805722	0.2712169
0.86627203	0.9054008	0.88507307	0.65783656	0.35710979	0.39427853	0.22656357	0.5977753	0.15227968	0.67190313	-0.3803021
0.8229053	0.9242836	0.0071689487	0.91023487	0.18590367	0.45917505	0.95643705	0.7709525	0.3413986	0.7951641	0.17810318
0.01368165	0.89089024	0.98535913	0.47729415	0.5822896	0.38267523	0.18347359	0.27384365	0.46679527	0.0909428	0.48118708
0.095892906	0.5548736	0.17466271	0.22802699	0.49567604	0.23649853	0.9628244	0.31950027	0.22198492	0.36679655	-0.071559675
0.09206331	0.757579	0.92959774	0.21164429	0.31412798	0.96663386	0.13830292	0.6354198	0.09261745	0.05497724	0.3782105
0.50075656	0.2146312	0.77079284	0.34534717	0.5049264	0.2389608	0.70546746	0.9632614	0.42483515	0.19139475	0.08398595
0.012338102	0.97913164	0.71073836	0.7064931	0.5851272	0.75089246	0.6775551	0.7441379	0.81270784	0.5709	0.90204567
0.93066907	0.8109101	0.48469406	0.27667642	0.5331453	0.8894058	0.81673926	0.29738778	0.39561427	0.6985202	0.14172113
0.6883905	0.9761205	0.7427935	0.659293	0.61555934	0.030100703	0.3157912	0.55291814	0.15216875	0.061916173	-0.22941977
0.8373915	0.67005295	0.096517086	0.529676	0.79446137	0.7880374	0.9566043	0.3022985	0.72263587	0.09440887	0.70854306
0.43832523	0.18200225	0.40479213	0.7846418	0.74926245	0.23699266	0.37601578	0.39997238	0.30978662	0.22610277	0.18047795
0.8671492	0.8456147	0.9174138	0.2254442	0.8661431	0.34838444	0.3825292	0.36538297	0.4756875	0.28105074	0.048886005
0.5683789	0.17773062	0.705644	0.080688596	0.31873834	0.15077215	0.83728456	0.84352416	0.10232204	0.22716427	0.19930124
