x1	x2	x3	x4	x5	x6	x7	x8	x9	x10	y
0.07021755	0.27933496	0.27431488	0.6980255	0.058442473	0.71325946	0.46894282	0.4802919	0.6052092	0.7784468	-0.24389422
0.01750189	0.067569196	0.6597246	0.7715503	0.75625294	0.27613956	0.306854	0.43342477	0.97500056	0.2860399	0.29762742
0.6022278	0.3819536	0.62924474	0.26441187	0.41178238	0.8132131	0.30606276	0.45849216	0.21027285	0.031184793	0.19285206
0.49397486	0.8850788	0.9309781	0.65532017	0.77058166	0.65595984	0.041916966	0.5257177	0.7046424	0.13691801	0.44531414
0.24948937	0.24928743	0.40446222	0.5012185	0.14679408	0.65702516	0.58322346	0.8718226	0.22622031	0.44580483	-0.15546538
0.8739692	0.8547641	0.32395434	0.30230492	0.13281566	0.4623081	0.9042809	0.12576121	0.49369657	0.9997397	-0.45127192
0.86595786	0.0404889	0.91471237	0.8522931	0.90550256	0.36714447	0.67001	0.69776	0.31168061	0.57557446	0.2198126
0.7466106	0.8589809	0.9386872	0.23983133	0.41979307	0.61115164	0.58605826	0.3207854	0.8025785	0.121008694	-0.5729752
0.13303077	0.4322673	0.76548743	0.822213	0.38100326	0.8298225	0.1261847	0.08140135	0.5910447	0.64748913	0.3263605
0.600013	0.43907005	0.8993546	0.02171272	0.6418253	0.58462614	0.667473	0.09330797	0.35155058	0.13357419	-0.3226109
0.72239196	0.66226727	0.62047976	0.95007795	0.96592176	0.11017072	0.2857291	0.6682175	0.5997729	0.46653765	0.7338897
0.8667847	0.79519373	0.92020285	0.62102014	0.7290948	0.17520416	0.79845047	0.6800235	0.7348474	0.57853484	0.1221278
0.2510727	0.70271546	0.89878225	0.5302948	0.43497443	0.0041919947	0.871381	0.5675073	0.045071363	0.08918691	0.6127081
0.046028554	0.75619596	0.10395634	0.36452365	0.13658959	0.2772858	0.9881706	0.16947079	0.85597795	0.6431642	0.42268455
0.31015396	0.38034016	0.5065251	0.41261208	0.63168454	0.45634854	0.9771799	0.14342487	0.014668465	0.6851888	0.2147527
0.51734453	0.8838575	0.6031277	0.33281016	0.42483163	0.9071032	0.62035626	0.4697662	0.90451145	0.96782964	0.44258556
0.6091912	0.52092874	0.14502186	0.70184636	0.33856803	0.0074034333	0.2712317	0.62862146	0.8911746	0.21719962	-0.6888921
0.89787614	0.17835242	0.71398926	0.037966967	0.962236	0.76016927	0.82078606	0.029344201	0.7836967	0.12753564	-0.9056041
0.9652643	0.45832878	0.8611962	0.28055835	0.57341415	0.8799917	0.9071469	0.82501423	0.21921289	0.29474336	-0.7416411
0.51906943	0.6788261	0.89976096	0.83473974	0.65905267	0.456734	0.18861377	0.53803813	0.38624084	0.7608552	0.47545007
0.2796892	0.1772542	0.88335854	0.37493312	0.54839873	0.5832103	0.37661946	0.89855653	0.015163481	0.9179098	0.031738732
0.5372796	0.7674677	0.073147714	0.678475	0.65674156	0.44298404	0.7454046	0.27289498	0.11447692	0.34414226	-0.28687766
0.020518005	0.45911628	0.47134465	0.35640216	0.7518002	0.78261614	0.3821048	0.46502805	0.6330653	0.1191836	-0.104185596
0.56260115	0.68896884	0.29128087	0.48181212	0.66857076	0.7770423	0.06491321	0.5314706	0.01195848	0.47075957	0.0792733
0.8040878	0.815048	0.82058793	0.3332448	0.044608116	0.10821724	0.86703044	0.85091764	0.98766935	0.6869519	-0.619141
0.77219784	0.5556775	0.13369983	0.6444467	0.04682803	0.14511287	0.36912858	0.58110666	0.28131092	0.28114545	-1.1607989
0.029336512	0.10926342	0.6309907	0.2069717	0.9987657	0.119042754	0.38143867	0.19640166	0.5027931	0.8061225	0.06978939
0.3609823	0.4540028	0.0709576	0.4997573	0.25847912	0.81175655	0.9492043	0.63336927	0.19145674	0.48187	-0.5946167
0.8999101	0.6646127	0.05095154	0.6776793	0.66835505	0.36358416	0.25719202	0.5575231	0.13869673	0.94849926	-0.62159497
0.6214136	0.21141636	0.84783524	0.4623031	0.96085113	0.41263658	0.09618622	0.42039222	0.96407783	0.19803143	0.4022762
0.44773543	0.67924136	0.42368317	0.3727044	0.2621665	0.76303947	0.53875613	0.56720626	0.19462639	0.39770013	0.12602106
0.71454304	0.8013042	0.48207092	0.7652389	0.15083396	0.26079792	0.42459178	0.069735944	0.14642882	0.8103108	-0.7014932
0.48436975	0.5164528	0.38418186	0.17749017	0.33835292	0.7791529	0.15670347	0.60668576	0.21199149	0.16131115	0.053925555
0.21728599	0.30468732	0.9192131	0.39849728	0.26960224	0.9707775	0.8116936	0.6355036	0.34730226	0.0024621487	0.043942116
0.8721057	0.69803214	0.545454	0.9848618	0.5522685	0.26975513	0.26477182	0.9631065	0.8963964	0.9880071	0.09514405
0.4626947	0.44231164	0.65615994	0.63733554	0.28016263	0.6969583	0.5654091	0.99443316	0.44535816	0.9174834	-0.22320136
0.5892656	0.9262376	0.45287782	0.79878485	0.65234697	0.9250433	0.6781737	0.39762378	0.5120802	0.37335157	0.34886482
0.7293862	0.9681273	0.65319675	0.028118849	0.8202577	0.08142102	0.51628906	0.25910652	0.41580164	0.12838787	-0.26212192
0.17669398	0.79003644	0.49221885	0.83629405	0.6812907	0.981972	0.5042613	0.86663574	0.690021	0.6000351	-0.52588487
0.44104052	0.33770275	0.843803	0.04499054	0.7086611	0.16249001	0.011248291	0.27037734	0.42501235	0.81054676	0.18743664
0.6910565	0.3888914	0.6373728	0.8711344	0.49645483	0.52576846	0.34228873	0.3708287	0.69194376	0.29314685	0.28185648
0.84463227	0.3965057	0.1733585	0.30628365	0.74603164	0.8343342	0.27960467	0.24430329	0.5420379	0.80324835	-0.36014232
0.40232122	0.012437761	0.54838866	0.5156652	0.49723917	0.35188603	0.44419938	0.6464041	0.980178	0.36546916	0.5542382
0.1438713	0.96764094	0.57365423	0.8057944	0.9291822	0.7388686	0.30771202	0.5453043	0.933761	0.3389873	-0.25969803
0.56754	0.8169891	0.30520654	0.7643561	0.61819535	0.6020725	0.7476463	0.46272165	0.0036579967	0.69412726	0.032299463
0.37649894	0.12031704	0.4717524	0.6316908	0.035403192	0.12622118	0.5300188	0.8230181	0.6574964	0.33109713	0.30907533
0.696888	0.76855093	0.6609142	0.7297132	0.5402962	0.44727522	0.9253621	0.06490004	0.4379586	0.27199107	-0.079313084
0.034313202	0.79135215	0.5627905	0.07496393	0.32233125	0.14313304	0.022752643	0.9352147	0.19046283	0.84414274	0.011874357
0.95946914	0.701157	0.8853854	0.25917917	0.1981811	0.55799466	0.9227237	0.57792753	0.45246208	0.47949868	-0.86330134
0.98238283	0.55017626	0.78091526	0.03117621	0.1590265	0.6997801	0.00047177076	0.34908313	0.4624492	0.9001119	-0.8957369
0.9690012	0.79463303	0.30838382	0.23849308	0.24826062	0.1868239	0.93519104	0.9122614	0.6572202	0.52351403	-0.5909758
0.030061424	0.11083448	0.43565834	0.36898434	0.6515059	0.73014355	0.26699567	0.55261385	0.9266467	0.11448908	0.09657803
0.87811965	0.0980199	0.48596787	0.37245417	0.25909477	0.5347434	0.018562257	0.9287994	0.26795363	0.018801749	-0.31806818
0.87661797	0.7242072	0.72448784	0.43160027	0.27370685	0.16087484	0.9805991	0.28940666	0.08611351	0.29929268	-0.82439405
0.77609724	0.7575402	0.9026047	0.27029854	0.5517984	0.9759741	0.8813087	0.8633112	0.52372706	0.96309954	-0.08739245
0.047693014	0.1909203	0.69713706	0.6297928	0.13517338	0.756574	0.1600396	0.1840362	0.79819727	0.9759644	0.08036506
0.059511542	0.59046686	0.465881	0.004849255	0.039166868	0.84634227	0.2666129	0.7848971	0.29594713	0.74419737	0.017725766
0.25120515	0.85576636	0.59441996	0.96294844	0.5316137	0.11849636	0.5058211	0.18235219	0.9501724	0.07670349	0.58247864
0.8710315	0.78589135	0.39506257	0.17505449	0.699165	0.34159726	0.8329698	0.79640216	0.041152656	0.41602975	-0.65386546
0.46350753	0.76765245	0.2734406	0.27191126	0.6806611	0.29682374	0.03533429	0.557299	0.7361634	0.45664364	-0.20532775
0.55416286	0.6352932	0.67027104	0.961818	0.899296	0.20382965	0.3392772	0.26272792	0.08606988	0.661432	0.7588713
0.5044272	0.48665947	0.8255397	0.114643276	0.057440996	0.6526706	0.45209062	0.35972422	0.6544236	0.33391422	0.45230424
0.1765889	0.8065758	0.9917928	0.8767673	0.74839747	0.9130433	0.6943145	0.5968087	0.22179157	0.68912166	-0.4111373
0.6279301	0.35978216	0.10716015	0.9142853	0.6645263	0.30335248	0.9932247	0.46426988	0.4296764	0.4370665	-0.45865953
