x1	x2	x3	x4	x5	x6	x7	x8	x9	x10	x11	x12	x13	x14	x15	x16	x17	x18	x19	x20	y
0.73540473	0.96645564	0.3323927	0.6277144	0.03630328	0.51302326	0.69506246	0.6104275	0.571632	0.16352367	0.3787297	0.7266945	0.27279	0.89350384	0.7595858	0.21480703	0.57549477	0.8117442	0.3626271	0.7130954	-0.8173271
0.5192005	0.38514614	0.24204373	0.29913336	0.17864496	0.16979408	0.17186397	0.7950131	0.87635016	0.0402264	0.60237175	0.00034350157	0.67911047	0.10435265	0.898312	0.034179986	0.63583326	0.49057746	0.75697213	0.71675515	0.22547406
0.32204956	0.55993545	0.90182126	0.43971997	0.8024328	0.002288282	0.2981271	0.45609176	0.48066884	0.01123333	0.9213495	0.38023627	0.45942748	0.29824787	0.6432856	0.3158496	0.099179626	0.30374086	0.92631614	0.53588265	-0.14840028
0.373963	0.12650764	0.388924	0.3706361	0.93062407	0.6870537	0.8753311	0.93255854	0.89457166	0.0007135868	0.48863745	0.78991026	0.34445858	0.38792574	0.44855952	0.85630274	0.61359644	0.15073985	0.6915832	0.95712656	0.078883916
0.86626476	0.37727427	0.10737383	0.457434	0.19305497	0.22587526	0.6381791	0.23319441	0.11470395	0.74705	0.2145819	0.6624599	0.5135143	0.04046291	0.637919	0.1999597	0.26297557	0.9609046	0.21216542	0.2521732	-0.13958062
0.25094777	0.8235207	0.70134646	0.28163654	0.035440326	0.8617831	0.73913634	0.27112365	0.7014217	0.5532089	0.39268303	0.89598227	0.83196867	0.51266766	0.46943986	0.18947119	0.72071856	0.97157836	0.57757306	0.0142278075	-0.047832355
0.26864904	0.4475996	0.16167396	0.74257547	0.7389299	0.8341142	0.62211144	0.13607275	0.50578433	0.72794175	0.4302624	0.27110493	0.5908432	0.28799003	0.6926132	0.463632	0.2688747	0.48260885	0.35021448	0.8510682	-0.18865629
0.5550108	0.30810606	0.73928446	0.5584972	0.7450428	0.2819813	0.4450667	0.32914	0.28445244	0.8979209	0.33578432	0.7491787	0.9994115	0.67285955	0.57315004	0.45218855	0.74982256	0.85881364	0.68401396	0.122868	0.04278429
0.22504091	0.6206257	0.71237177	0.47715193	0.006426573	0.46443653	0.1051743	0.1994254	0.4512409	0.6314775	0.97813255	0.91273886	0.5923968	0.15286577	0.2180574	0.93885005	0.084377825	0.86853707	0.15980399	0.69775623	0.3449446
0.82279515	0.48510253	0.49509603	0.2667585	0.57206357	0.8227143	0.26040477	0.37662625	0.8925616	0.45421582	0.46659803	0.5493885	0.7225709	0.43835318	0.26933223	0.41675335	0.43615592	0.560141	0.11265361	0.55488974	-0.02521081
0.5466341	0.40099198	0.76453304	0.96800345	0.13569552	0.08839077	0.49405676	0.5858247	0.36243403	0.9758141	0.5648352	0.03362143	0.54510415	0.081082284	0.7510445	0.7953065	0.9116575	0.15073186	0.19731098	0.16563869	-0.21819937
0.7066333	0.4541545	0.970515	0.19594216	0.28484422	0.22749394	0.3546098	0.31955385	0.91662073	0.77232265	0.31073296	0.19543183	0.36744088	0.8471363	0.668247	0.9775357	0.12739033	0.1614666	0.4979381	0.48199874	0.5872663
0.16761696	0.5925007	0.08750361	0.08006877	0.33902365	0.43256772	0.3635887	0.5140922	0.63430345	0.9159088	0.38761604	0.9497932	0.38078058	0.47665066	0.6521339	0.802943	0.81254095	0.63065076	0.04847735	0.961679	1.0599307
