x1	x2	x3	x4	x5	x6	x7	x8	x9	x10	x11	x12	x13	x14	x15	x16	x17	x18	x19	x20	y
0.2936421	0.647519	0.28646648	0.23297203	0.4619949	0.5699795	0.85366374	0.523563	0.7042264	0.32801944	0.32069254	0.6224747	0.6463885	0.704295	0.68352336	0.88797927	0.5575021	0.69988114	0.32403785	0.8209147	0.18542483
0.98258173	0.41317266	0.6447755	0.9535014	0.50911266	0.87696	0.37752044	0.9601046	0.3906296	0.7009437	0.016783893	0.24323559	0.85784703	0.953694	0.79277647	0.3588953	0.58938503	0.80033225	0.94668376	0.7258751	0.30249715
0.57738894	0.94506484	0.35060614	0.8459514	0.07069111	0.78931844	0.6986551	0.940815	0.38373262	0.47631007	0.17759907	0.99807906	0.13599068	0.16082782	0.48127848	0.6819795	0.72088325	0.9462456	0.7724351	0.03849536	-0.22348545
0.49293476	0.6984002	0.48008215	0.8138196	0.15987962	0.552877	0.33897173	0.3613078	0.014017463	0.7970156	0.059314907	0.43536943	0.6348458	0.49186844	0.86924314	0.62036365	0.83995664	0.20653206	0.65703017	0.3827085	-0.2095562
0.9631009	0.20673501	0.99031746	0.2484119	0.9209546	0.64869726	0.77713704	0.8999244	0.86488575	0.077320576	0.55197984	0.39652365	0.8894898	0.98727703	0.8676307	0.34623826	0.09816933	0.730143	0.17004347	0.03206557	0.0018694093
0.8520643	0.8443837	0.43706048	0.68080413	0.7554536	0.58029914	0.19279581	0.46193618	0.8339929	0.65637326	0.039340377	0.5073	0.4148342	0.7301807	0.89163357	0.23810786	0.7234894	0.052320123	0.9578543	0.081849635	0.02951749
0.007288277	0.66292375	0.0021361113	0.9636295	0.07433134	0.6057585	0.6221772	0.98667336	0.37665278	0.96328735	0.3889377	0.22271115	0.23212075	0.52539647	0.6163637	0.018865883	0.33072114	0.29872805	0.31263715	0.30479282	-0.9090707
0.35029715	0.65977836	0.20517147	0.45144355	0.026286125	0.6618338	0.12198681	0.61607045	0.017831683	0.79817194	0.95624596	0.59207183	0.63651997	0.3501861	0.89189994	0.75210214	0.33530182	0.11971158	0.30279905	0.22138643	-0.09641484
0.55056006	0.8203307	0.23796397	0.62409484	0.680871	0.7579206	0.91444904	0.14993966	0.89293325	0.8338237	0.7560276	0.49749845	0.75426894	0.77196	0.88399494	0.0071151257	0.9723631	0.6392666	0.24313015	0.575089	-0.25771764
0.631595	0.1318078	0.33285534	0.7266383	0.20664686	0.29303777	0.5620549	0.7497085	0.91431403	0.9153028	0.49397004	0.9183785	0.4115551	0.99627835	0.37534785	0.7866634	0.36875075	0.43402892	0.6928511	0.77389646	-0.8258731
0.39812034	0.61684626	0.06383145	0.5683119	0.2862485	0.4650975	0.8476369	0.026928008	0.10748267	0.99983233	0.27479875	0.7965344	0.331994	0.17261517	0.77767783	0.53719074	0.70047057	0.27454007	0.32956493	0.871305	-0.41223884
0.66567945	0.9938936	0.06952655	0.5733334	0.5021156	0.28405136	0.87528926	0.8293012	0.49652612	0.42951947	0.5132813	0.2314828	0.780554	0.85207194	0.4698779	0.15074164	0.92456514	0.748355	0.33368516	0.5135406	0.20589975
0.97457355	0.34160054	0.3820014	0.43547112	0.17891353	0.38403207	0.5410848	0.16683525	0.96915436	0.6606824	0.8445674	0.024270654	0.07831317	0.79426205	0.11113274	0.6682318	0.3401968	0.4034019	0.91450363	0.5093553	0.34800696
0.7392034	0.75110114	0.024847806	0.4331081	0.19812387	0.8055207	0.27532423	0.94315386	0.9189823	0.8505336	0.87798035	0.78218776	0.99732333	0.4760669	0.37691396	0.008718789	0.25477427	0.2793386	0.17305702	0.8683517	-0.04093087
0.77246803	0.8294882	0.30906993	0.31232327	0.89925194	0.7787323	0.5874864	0.5740691	0.07705879	0.068390846	0.028538048	0.8306676	0.23161787	0.17332214	0.86538345	0.20241016	0.9496959	0.8946339	0.9083391	0.57253224	0.12616114
0.3284378	0.120057166	0.2045762	0.86630434	0.27245682	0.23044133	0.63698655	0.105205536	0.5210431	0.6673662	0.14942741	0.51275194	0.82155955	0.5648049	0.06408411	0.23548156	0.87634116	0.09110314	0.5880388	0.4246968	-0.6268312
0.8871347	0.7529894	0.6721605	0.48198855	0.17818683	0.123942435	0.044997633	0.6186306	0.724495	0.23844403	0.39412177	0.6610656	0.8366901	0.24646056	0.9540349	0.4385984	0.18138027	0.5545063	0.84450555	0.39158607	0.073305644
0.11277717	0.2702918	0.83732635	0.6736122	0.4394517	0.53058	0.5218981	0.72871614	0.10291129	0.19461572	0.9330141	0.33561444	0.5101296	0.097103775	0.1785788	0.32724422	0.6892922	0.7720826	0.41822392	0.38640845	-0.01792327
0.817472	0.26941782	0.24896902	0.45481873	0.9681576	0.9042817	0.79218024	0.43855304	0.5389507	0.9097205	0.010648608	0.39800537	0.070656	0.7503384	0.9923595	0.5998578	0.6924545	0.6672839	0.8906048	0.95566833	-0.28827932
0.38466275	0.72171944	0.39863557	0.21434903	0.679914	0.20059246	0.94364834	0.11170173	0.117967665	0.27467382	0.6378929	0.14930242	0.35744154	0.22170979	0.894684	0.69069415	0.20461541	0.8930437	0.22964251	0.09064174	0.238865
0.650299	0.6901921	0.67953265	0.34731305	0.5170024	0.7160985	0.9599743	0.3100878	0.89780486	0.18199605	0.6198803	0.6272221	0.7634191	0.68551636	0.7127438	0.740146	0.78118557	0.85752696	0.41936904	0.03723693	0.091623396
0.042841375	0.6277387	0.034100533	0.20445788	0.21925259	0.97874486	0.04153478	0.63604116	0.48603964	0.18325603	0.3180818	0.5932418	0.11958754	0.19764942	0.13709414	0.85313857	0.493281	0.7474875	0.7134598	0.81180763	-0.20252144
0.7178803	0.3946541	0.22308356	0.948651	0.02789104	0.09410143	0.19769698	0.40648055	0.95399255	0.33128434	0.96812785	0.7776139	0.33037776	0.6391568	0.43625003	0.8745464	0.6327083	0.22485697	0.5500079	0.17377973	-0.558622
0.31743968	0.13845086	0.7670142	0.8890589	0.60892975	0.50032854	0.18546379	0.15571332	0.032610714	0.46760732	0.6028029	0.8150769	0.91962385	0.22902524	0.9748582	0.22555482	0.8349131	0.75489724	0.9096304	0.2646702	0.020731078
0.045688868	0.11425942	0.5636534	0.20931274	0.7959957	0.029572487	0.9552531	0.76330334	0.49372274	0.19068855	0.2588424	0.25067925	0.51308554	0.36936218	0.8613755	0.095961034	0.38993287	0.886836	0.5316708	0.9428476	0.5102605
0.8592701	0.6738218	0.8179936	0.5777092	0.3329271	0.63965535	0.5998576	0.22907746	0.23841661	0.710747	0.3136056	0.4641319	0.8632629	0.7191035	0.35499996	0.07407963	0.77825373	0.9976637	0.8167538	0.5605982	0.7835705
0.85703874	0.12715179	0.13563806	0.20209742	0.7503117	0.2889523	0.3662567	0.7066627	0.7250217	0.30427688	0.63947356	0.9855572	0.21273017	0.09464246	0.5721174	0.98644525	0.44906723	0.50883764	0.7072514	0.5483857	0.09871222
0.6400649	0.6573836	0.105188906	0.13145101	0.28341353	0.39374715	0.89212954	0.5719123	0.20621026	0.7123802	0.28391886	0.96818495	0.13859868	0.6280179	0.16609204	0.3213284	0.6020095	0.5661283	0.34352005	0.9092009	0.08737123
0.32828414	0.8423399	0.84801126	0.39818668	0.7441534	0.18327105	0.5666072	0.30400985	0.40134037	0.6460126	0.9048487	0.9244481	0.41010052	0.5552922	0.06395835	0.59948343	0.9497062	0.7254761	0.3235507	0.43642873	0.39957023
0.65046555	0.82202345	0.5441499	0.26379704	0.65341383	0.94858	0.12329024	0.099253595	0.09927434	0.838734	0.9573968	0.2880811	0.5012847	0.07383859	0.9355626	0.47671217	0.18151534	0.8616999	0.70932835	0.3381515	0.4403961
0.9254425	0.4219982	0.21662658	0.5494806	0.040190637	0.36137772	0.7248889	0.028404832	0.8231869	0.5031547	0.27534562	0.6528986	0.91143405	0.96432203	0.45506227	0.5091996	0.55135834	0.88631314	0.26835704	0.048702896	-0.1675644
0.54255927	0.05678445	0.5745375	0.88285303	0.8636588	0.019923389	0.13655668	0.09957075	0.9917879	0.6913984	0.4155165	0.11010754	0.050576508	0.35898906	0.9435514	0.31394243	0.3392499	0.97465366	0.8418221	0.32557487	-0.34308073
0.2586584	0.53600824	0.10130048	0.5670557	0.9294298	0.92046833	0.05688989	0.8005235	0.20770961	0.28997338	0.5688586	0.16717857	0.5809977	0.2853397	0.86473185	0.88109267	0.14939201	0.7238597	0.36229956	0.8646732	-0.47495973
0.98085475	0.033058226	0.13153803	0.78645116	0.99356186	0.08022773	0.39817923	0.6816008	0.7083551	0.83207536	0.061251283	0.5501098	0.8182529	0.64861035	0.28307033	0.2788977	0.959826	0.106254935	0.37890214	0.6051483	0.004074866
0.16097343	0.88359696	0.20421928	0.44558728	0.60165405	0.5566775	0.59699005	0.4668951	0.5067702	0.16368854	0.37851733	0.4500081	0.8722132	0.52870446	0.22416025	0.8172254	0.7869657	0.6015055	0.61588776	0.3317641	-0.285895
0.10076213	0.30297512	0.9749234	0.07766855	0.16010356	0.033929646	0.07895142	0.33164692	0.18404198	0.37668282	0.70666504	0.23153615	0.09663725	0.96337926	0.73578894	0.7734128	0.05367273	0.3391255	0.87885517	0.35584253	-0.04008701
