x1	x2	x3	x4	x5	x6	x7	x8	x9	x10	x11	x12	x13	x14	x15	x16	x17	x18	x19	x20	y
0.98351973	0.062556684	0.8681499	0.20745713	0.29390627	0.9849184	0.77072126	0.94060284	0.7911097	0.678098	0.27254444	0.6383402	0.25397658	0.64268625	0.12672848	0.2459051	0.5531595	0.89207435	0.3763851	0.11575663	0.17173453
0.050981164	0.4104849	0.7533823	0.23117816	0.8744747	0.9697108	0.120444834	0.0251832	0.71582013	0.19962329	0.1099146	0.6914261	0.97376454	0.977871	0.3345933	0.13375533	0.14445788	0.8847741	0.48419195	0.05681449	-0.5034289
0.32646698	0.73317593	0.04453796	0.9253416	0.059209585	0.5724648	0.5297616	0.43411636	0.2071954	0.5629114	0.53730744	0.53738075	0.3018896	0.76265454	0.43089193	0.6015834	0.62971354	0.91683227	0.16637522	0.9245462	0.5500855
0.48575974	0.17035711	0.554938	0.5587531	0.95305187	0.33441556	0.58317024	0.28326142	0.8926763	0.096021295	0.2114855	0.19956684	0.7010001	0.00068974495	0.9273865	0.10133433	0.83680964	0.36025137	0.39560658	0.85129565	0.11200029
0.12770915	0.9022845	0.706583	0.97905976	0.41346806	0.9932238	0.94609994	0.24154764	0.84681296	0.77836835	0.47568697	0.4272102	0.06692451	0.20391738	0.6971293	0.56040007	0.30534923	0.015600383	0.4296763	0.98260075	-0.29768333
0.9513592	0.847133	0.12246597	0.41046762	0.69460845	0.059292495	0.08603877	0.42887563	0.5786986	0.26157826	0.61805093	0.554474	0.8796229	0.53002214	0.22547698	0.1860187	0.7582498	0.011908472	0.0018233657	0.5265981	0.6000186
0.84003115	0.017753601	0.8015578	0.4794829	0.58903664	0.36174142	0.18611729	0.011796832	0.6998359	0.5967015	0.9992179	0.56740874	0.78078496	0.8975357	0.8367286	0.5737333	0.9039301	0.46695608	0.9605326	0.16609192	0.42647037
0.3753578	0.220164	0.8897464	0.044279993	0.99261266	0.30674905	0.108116925	0.21964288	0.26525372	0.23009568	0.09623897	0.9683804	0.46549374	0.34305048	0.49712902	0.2943741	0.9427448	0.58814895	0.72365576	0.7387815	-0.17678486
0.5605112	0.9126075	0.49822706	0.30645353	0.2987677	0.6454039	0.5299511	0.70636725	0.15805966	0.154104	0.05776936	0.2028879	0.70138144	0.46694875	0.46978438	0.59585774	0.20514452	0.5396143	0.86773527	0.86427057	0.059138946
0.6228853	0.5933849	0.14490283	0.6238602	0.89099574	0.58839774	0.22694534	0.33070982	0.8961736	0.5612553	0.49536455	0.14937633	0.22417057	0.83569527	0.43771982	0.8601129	0.11536527	0.53381485	0.73760027	0.23836142	0.6716977
0.23675042	0.12673062	0.77310073	0.94175684	0.12472576	0.5355359	0.10579944	0.7463904	0.9670159	0.96968836	0.97183746	0.44049597	0.9331599	0.07310104	0.55290884	0.90000796	0.9968324	0.26344705	0.25891912	0.043749094	-0.40269145
0.48789507	0.9619197	0.55189997	0.2756943	0.26102638	0.67262924	0.7665782	0.9553135	0.80293036	0.62803465	0.3008446	0.44588155	0.7801442	0.7452412	0.9737457	0.93866867	0.5845995	0.029906392	0.8500499	0.20830327	-0.17414957
0.52318406	0.6850966	0.8428293	0.19603163	0.98882884	0.6814834	0.06308204	0.8746302	0.97406197	0.20835	0.5117393	0.6478176	0.49811774	0.03976834	0.70224476	0.49085808	0.9617902	0.07079464	0.548155	0.44917357	-0.6125482
0.97081304	0.3267697	0.18306631	0.8478195	0.14755607	0.7420782	0.7028228	0.34640843	0.38927335	0.115226924	0.7893038	0.5606134	0.81661934	0.60311615	0.99553347	0.028137505	0.07857853	0.3908332	0.68518883	0.3077404	0.58601874
0.14913899	0.77342165	0.60012555	0.7083045	0.47582972	0.54686093	0.22179246	0.4262846	0.6312135	0.8745678	0.31328285	0.107848465	0.42318696	0.060568333	0.3326239	0.05939454	0.9280581	0.79808456	0.90665317	0.545557	-0.6263156
0.4950248	0.77524847	0.6535895	0.376422	0.24467915	0.61020494	0.16828781	0.16827023	0.6789527	0.74989533	0.15927339	0.4594664	0.19805437	0.29635257	0.5700357	0.06840509	0.1033209	0.8874488	0.97253317	0.16802365	0.13524184
0.059224367	0.43606395	0.79930377	0.16351032	0.2830071	0.9624836	0.25542027	0.59167814	0.45275855	0.69555724	0.7135224	0.20688045	0.8704964	0.64209896	0.4163496	0.7332138	0.9053738	0.9446055	0.21153092	0.15031022	-0.35595474
0.22465378	0.4182276	0.26630527	0.24502546	0.18570876	0.6612271	0.82482594	0.12436682	0.3229949	0.78608984	0.637636	0.08142054	0.8157771	0.8567829	0.8068351	0.041854262	0.042901397	0.72010285	0.24829692	0.9516763	-0.54376906
0.0646925	0.813726	0.08455771	0.61605746	0.017513454	0.30734873	0.92720246	0.93176824	0.8924363	0.7220845	0.8816288	0.47244012	0.7339439	0.42475134	0.6744551	0.7414203	0.6702065	0.4891762	0.48166382	0.444512	-0.9563814
0.8697952	0.74078685	0.09754121	0.40831256	0.15538657	0.08569324	0.053396344	0.26363188	0.9289094	0.051399052	0.8153824	0.8325716	0.6017275	0.27527934	0.8490848	0.341559	0.8308535	0.22044116	0.2875765	0.123013675	0.5992163
0.9575355	0.59944236	0.81439525	0.016945481	0.617292	0.4180525	0.27715117	0.80303943	0.47413146	0.48405707	0.7505892	0.16248286	0.1999234	0.7436048	0.15698057	0.2778424	0.8429884	0.8688118	0.99870557	0.20316881	-0.6666825
0.5999099	0.15470546	0.9923478	0.55082494	0.26474142	0.4052816	0.08002317	0.17893004	0.46178693	0.8105935	0.8207285	0.44460177	0.3371697	0.07863617	0.39830226	0.37220818	0.21484852	0.5959729	0.49466676	0.22724354	0.16263144
0.23313874	0.8032095	0.020266175	0.76499325	0.19910353	0.79884505	0.10123807	0.21285754	0.51412696	0.29447865	0.9845715	0.27268624	0.27435744	0.6676625	0.578564	0.21421671	0.9159544	0.27208024	0.021476328	0.07096279	-0.053135477
0.92963964	0.89504755	0.23514229	0.6197491	0.8421072	0.60592604	0.84439945	0.9899325	0.43412238	0.20306343	0.6086051	0.8981384	0.6911251	0.020291507	0.11252004	0.06747347	0.63061225	0.9749597	0.23894638	0.06547344	0.82039076
0.21570301	0.47591877	0.31022424	0.5288774	0.31208974	0.15749574	0.8232785	0.40912265	0.12270665	0.5715392	0.73934525	0.82001436	0.4061982	0.26075703	0.39487487	0.12942064	0.9626467	0.6851261	0.47828448	0.35957205	-0.3103717
0.5762495	0.53783804	0.9071222	0.15978658	0.26046532	0.96879584	0.99410343	0.1289931	0.5651736	0.18199962	0.7428664	0.2825485	0.51579195	0.3173799	0.90182877	0.25508797	0.5581674	0.22997177	0.47691977	0.51593703	0.031063477
0.28386462	0.03695458	0.9574656	0.7001372	0.5028304	0.6829953	0.82392436	0.13259864	0.035199583	0.46326542	0.8958704	0.49185902	0.97738904	0.32409263	0.5392228	0.46373767	0.88909197	0.34339863	0.99432236	0.5427579	-0.3253577
0.91116107	0.11999732	0.42183125	0.97049534	0.45965534	0.4661531	0.36475378	0.30191082	0.5116893	0.5985295	0.47048408	0.24845332	0.18355453	0.48014897	0.47960854	0.49192172	0.7875611	0.17732334	0.6879512	0.9200143	0.469788
0.57157505	0.12667346	0.8464525	0.12096959	0.061583936	0.37406033	0.47241527	0.69890213	0.9168349	0.34273756	0.6539468	0.96501464	0.48969054	0.59354204	0.3578952	0.56191164	0.66833043	0.73523986	0.24846464	0.49787438	0.22497171
0.5497057	0.12758899	0.28614068	0.7230216	0.8051708	0.77814436	0.44857496	0.93962306	0.80164474	0.18561292	0.2232148	0.10261381	0.16752696	0.910876	0.33316267	0.003768444	0.53349435	0.60604244	0.44411463	0.12483901	0.29199538
0.77673316	0.728077	0.8272983	0.49370986	0.5595886	0.10852492	0.6708792	0.6422859	0.9034606	0.93315893	0.655305	0.8613753	0.9114645	0.6343617	0.5711357	0.9841286	0.95249176	0.864576	0.877293	0.15696692	-0.44731218
0.79528505	0.7146933	0.36724114	0.5014802	0.39943856	0.66539943	0.5682494	0.08209109	0.14592457	0.056601346	0.9787072	0.44877666	0.9664295	0.79581064	0.92207164	0.45767987	0.29490757	0.5759572	0.62661594	0.6897517	0.79021746
0.9175947	0.4894082	0.38841343	0.9883013	0.2635358	0.41248912	0.22022897	0.4661042	0.6355918	0.5688579	0.60043174	0.506434	0.5116328	0.83708733	0.4802904	0.6971682	0.30275828	0.27238417	0.57303554	0.39819288	0.8341229
0.092538	0.12794042	0.5448236	0.9810206	0.46206993	0.48547655	0.5454103	0.9943588	0.97302926	0.79719704	0.7407056	0.830107	0.94772685	0.8492318	0.614834	0.15071362	0.60812294	0.40007764	0.012346268	0.7245462	0.20406713
0.5518332	0.81623936	0.36700678	0.05031407	0.42517138	0.42898643	0.140207	0.607766	0.08277178	0.45082015	0.666497	0.7602534	0.1555624	0.52312833	0.38257968	0.80149347	0.018899918	0.61888963	0.21479595	0.9566524	-0.23271637
0.6763862	0.60808975	0.49624783	0.66570747	0.8193214	0.8191969	0.7167371	0.18618953	0.22509444	0.33254516	0.4427219	0.3887722	0.07493067	0.27395463	0.8803958	0.82945955	0.99093854	0.3880359	0.27467644	0.31982136	0.74167234
0.026200294	0.6370746	0.50886464	0.82852125	0.567362	0.7732659	0.65133744	0.38548058	0.1628325	0.21707368	0.6268947	0.8488148	0.6288673	0.03483367	0.8837371	0.14364594	0.8412464	0.455746	0.22427744	0.39264178	-1.0186076
0.6409824	0.6325177	0.27972382	0.43823707	0.5115032	0.95267886	0.92734075	0.38763845	0.22135532	0.4663397	0.49905854	0.2328924	0.95853156	0.7208885	0.006924987	0.65629274	0.38010752	0.010404885	0.11028111	0.77877104	0.4389623
0.05987084	0.041784525	0.5459667	0.11786717	0.25195587	0.1894331	0.14039385	0.39996767	0.13139427	0.07901907	0.04626572	0.67882127	0.6970214	0.8099676	0.25311428	0.5005064	0.7205832	0.0054140687	0.655684	0.3403312	-0.541933
0.4445274	0.26097584	0.30337924	0.42303032	0.5443534	0.6621225	0.6890988	0.18778193	0.7677074	0.55835533	0.8472197	0.9454236	0.9738755	0.67248654	0.44051957	0.690348	0.35960674	0.24357432	0.1016413	0.5539857	-0.036395885
0.30899835	0.5726871	0.32494104	0.71074986	0.5900568	0.86188465	0.30087292	0.3502643	0.8347872	0.7597033	0.403486	0.84022224	0.9860892	0.34180367	0.6359682	0.8136006	0.40784925	0.66306376	0.54541004	0.99059254	0.04300549
0.06211096	0.09637666	0.9272616	0.29925287	0.9324548	0.26741964	0.117302895	0.4255256	0.011738241	0.5875696	0.8384094	0.5090567	0.96694475	0.30321217	0.22894412	0.3030455	0.4553073	0.7516964	0.52007496	0.33713627	0.11555574
0.61208737	0.8685767	0.5973449	0.21420324	0.7741936	0.97722965	0.4746796	0.90130985	0.28848416	0.04647231	0.85998136	0.39514965	0.272614	0.1895805	0.42542362	0.7528947	0.02945906	0.7490212	0.9395	0.12266761	0.043361
0.048369825	0.19135284	0.82955235	0.06508851	0.42258942	0.27714634	0.0025812984	0.1619035	0.513897	0.9429476	0.7678723	0.32303417	0.34830278	0.44566405	0.62649935	0.28677762	0.03550738	0.7781055	0.4294188	0.044284463	0.0009810505
0.43733323	0.54354125	0.27489728	0.30560666	0.50931287	0.5759934	0.21865886	0.5218299	0.38392782	0.0006415248	0.6098922	0.23244458	0.46266317	0.72304094	0.9127845	0.35951155	0.7330659	0.50029176	0.3678515	0.9075896	-0.3575345
0.92262757	0.059804857	0.07917678	0.66800016	0.46995068	0.6006412	0.6204716	0.010623932	0.3111003	0.11826539	0.8942281	0.722665	0.30547208	0.8844041	0.87608016	0.01255399	0.6290147	0.25884956	0.4501748	0.3654061	0.3555094
0.66118073	0.48833054	0.3549505	0.67651874	0.66496557	0.45269012	0.34936678	0.6301291	0.57081693	0.14466041	0.7176636	0.9864668	0.89119405	0.2798304	0.84727377	0.64815825	0.28543139	0.022477627	0.15268701	0.84446377	0.54810905
0.62650704	0.58805484	0.6475336	0.51075906	0.8641381	0.8646161	0.58981353	0.1548425	0.5888081	0.051071763	0.63659734	0.6039534	0.83446443	0.6155094	0.08892912	0.86689276	0.76473814	0.5743444	0.1428293	0.3340178	0.67409
0.003120184	0.34843457	0.49367505	0.14478558	0.27301347	0.56410927	0.124102294	0.26915544	0.8362799	0.9823329	0.07455993	0.29488492	0.7194919	0.1388796	0.13250351	0.87901646	0.34407443	0.70167494	0.2351973	0.41753143	-0.6320716
0.22847438	0.13561827	0.09265107	0.9206626	0.26717633	0.8286296	0.7620664	0.28344983	0.92177397	0.6886935	0.008508623	0.055615544	0.5021404	0.32908517	0.4913103	0.9594208	0.38995177	0.44057572	0.1085217	0.36189663	-0.066508986
0.49996334	0.75704896	0.46028745	0.299829	0.6109878	0.5925195	0.06944376	0.15571791	0.20302725	0.8385141	0.7563536	0.462869	0.27328593	0.6412112	0.74082696	0.7675878	0.63829327	0.2035777	0.30800015	0.68876696	0.11413972
0.49326593	0.22251272	0.59561765	0.7288466	0.8468236	0.9053018	0.7731908	0.38589054	0.29873818	0.98472625	0.999621	0.56249475	0.9762251	0.07795203	0.8250364	0.047015786	0.1181981	0.057008386	0.077631	0.8140189	0.16403963
0.60121363	0.3346566	0.024652302	0.6810377	0.45663768	0.03880316	0.49391973	0.23357016	0.6989545	0.72221047	0.70893306	0.12746358	0.22393161	0.7483355	0.3131795	0.7474061	0.12811375	0.7098491	0.44827992	0.93235874	0.44415674
0.10916144	0.0043621063	0.2662502	0.474788	0.5020097	0.86687666	0.0392586	0.49705005	0.9508452	0.9469699	0.013748586	0.83725315	0.13792163	0.9478678	0.8792241	0.050339043	0.40510207	0.046061575	0.9801251	0.44358099	-0.42562047
