x1	x2	x3	x4	x5	x6	x7	x8	x9	x10	y
0.9420324	0.75675756	0.26506507	0.4055215	0.5468641	0.98255605	0.08190858	0.37985188	0.073066294	0.6862374	-0.47997358
0.43459904	0.27616495	0.042790473	0.335213	0.06711477	0.6673848	0.04477918	0.24376482	0.9990264	0.017037272	0.7805705
0.08859193	0.116645336	0.1794253	0.89571893	0.33944035	0.11357784	0.7819064	0.9354773	0.7482552	0.5467603	-0.19360007
0.59325147	0.6932447	0.94213116	0.7867445	0.11037469	0.112288356	0.18501097	0.28209537	0.943515	0.00166893	0.66944003
0.4272132	0.87900835	0.69041765	0.24541533	0.49408054	0.093103945	0.18191338	0.08284706	0.13468093	0.9842097	-0.24413292
0.42245066	0.22501487	0.25554	0.09893298	0.22990143	0.55013615	0.19390869	0.57806355	0.6822212	0.85553247	0.566874
0.21681339	0.3977518	0.994151	0.44613427	0.053951025	0.33596528	0.6607217	0.410483	0.67646754	0.105832815	1.4413141
0.74471396	0.2801329	0.31243795	0.46783382	0.9859569	0.88400143	0.92996746	0.427845	0.8522086	0.49362373	-0.42829645
0.840609	0.32895947	0.24969184	0.14180976	0.47568476	0.28265613	0.8956231	0.24032754	0.76394194	0.24223238	-0.8371566
0.77317715	0.5177461	0.20156801	0.5250369	0.036418438	0.45340735	0.20327652	0.047840238	0.950698	0.79785055	-0.7560586
0.6203021	0.7949415	0.09870666	0.23747158	0.2628672	0.18861657	0.39671588	0.87100816	0.18370998	0.59595203	0.023889497
0.7178386	0.24619603	0.70536274	0.3619221	0.7212792	0.9517952	0.63246727	0.17778295	0.18064845	0.8917007	-1.1350625
0.3534897	0.9757964	0.120195806	0.22844762	0.99016386	0.520922	0.25245988	0.54013586	0.4624573	0.05022931	0.18192495
0.6583195	0.7676643	0.50702626	0.08809203	0.35055327	0.6836444	0.33277035	0.9039689	0.34395862	0.38493788	0.5145307
0.78509516	0.5543333	0.78763103	0.15962839	0.8670045	0.34153932	0.5046982	0.7502536	0.65322405	0.3140573	0.21200803
0.7905682	0.454269	0.7297901	0.35214192	0.5345204	0.33463418	0.7908864	0.88225657	0.6178302	0.94173855	0.6108734
0.66719306	0.0772596	0.2108056	0.46504813	0.09832746	0.69274324	0.95668375	0.1999402	0.34743726	0.07917315	-0.3410666
0.6283406	0.51503754	0.851366	0.3061995	0.06711388	0.94952434	0.99372864	0.15364426	0.31086147	0.37157983	0.407035
0.17825145	0.027480721	0.86358166	0.789819	0.7291374	0.055835426	0.3902421	0.80685365	0.7551118	0.3791622	-0.5917083
0.5059911	0.71984005	0.9383345	0.9654892	0.96474344	0.9453882	0.26788497	0.97228265	0.4807735	0.37299716	-0.30721733
0.9238462	0.43750882	0.56858164	0.46211475	0.14581048	0.12044251	0.9429607	0.9727835	0.45181358	0.17770481	0.55773246
0.9925013	0.61304516	0.76796323	0.07655758	0.70368874	0.53967494	0.94295406	0.88174057	0.79433566	0.62755376	0.078228414
0.6926974	0.6719404	0.96757084	0.77792627	0.48791075	0.64311886	0.3144613	0.898964	0.24822354	0.956666	0.051831484
0.87918943	0.11550796	0.04733908	0.48798907	0.7328258	0.89679164	0.07146847	0.37603873	0.6228679	0.3356827	-0.3269484
0.08981717	0.63900566	0.71616983	0.43968427	0.7610492	0.58248967	0.9044012	0.6317634	0.6218834	0.405824	1.0605507
0.25962824	0.709933	0.9776612	0.6828393	0.05429566	0.8388323	0.9787695	0.4865805	0.16758549	0.35965693	0.26187232
0.8425093	0.76580846	0.44563353	0.5875958	0.48955113	0.038324	0.8470834	0.44048202	0.085808635	0.6140446	0.8397899
