x1	x2	x3	x4	x5	y
0.21389675	0.09087807	0.65691155	0.37040442	0.6733119	0.96974015
0.69868004	0.9452412	0.79706967	0.029974878	0.097054005	-0.8395598
0.9007412	0.07516849	0.80560803	0.19527012	0.9012069	-0.39793217
0.7827711	0.15487349	0.08661842	0.28077686	0.27141535	0.23867077
0.21623117	0.85234463	0.6227964	0.437248	0.46604556	-0.42737514
0.70806366	0.55121017	0.43809062	0.94397444	0.845031	0.43227652
0.53505975	0.84506834	0.39223152	0.12053543	0.78717285	-0.7821803
0.77736115	0.58107996	0.07341075	0.860922	0.53556275	0.95450246
0.2366842	0.05888015	0.24035996	0.96492475	0.74799365	-0.48005205
0.27942878	0.9137794	0.9282888	0.748515	0.45544517	0.24906954
0.9685652	0.3868801	0.29139245	0.7389133	0.2913993	0.33799058
0.86494786	0.23403823	0.6841025	0.13217574	0.16685247	-0.12350396
0.5253455	0.8941361	0.116790116	0.36702168	0.73257923	-0.52426636
0.41050965	0.05150336	0.49424946	0.32439798	0.6190177	-0.7596765
0.70573866	0.34978127	0.24384707	0.795624	0.06925058	0.78935814
0.7440266	0.7009417	0.6984135	0.15116024	0.7010652	-0.49682885
0.20158619	0.7234454	0.26720107	0.6100507	0.50548345	-0.10132397
0.1542666	0.035369873	0.3820603	0.7976447	0.38561767	0.15021805
0.3706982	0.18955207	0.13802892	0.45940357	0.36923403	-0.17919078
0.678916	0.9856902	0.1562109	0.3464495	0.6854948	-1.2380013
0.16251552	0.44458687	0.24644852	0.8180028	0.44434094	0.1427187
0.54108137	0.7973263	0.14577585	0.22994292	0.88757324	-0.6273754
0.6986618	0.45521367	0.99851435	0.93830055	0.28375947	0.22913074
0.3602388	0.71670014	0.18821925	0.0029805303	0.24761808	1.3249803
0.042185605	0.8161521	0.62655234	0.07923639	0.47894806	-1.0177678
0.9790933	0.20765609	0.18334264	0.7149272	0.1467902	0.9952262
0.03356105	0.7828611	0.43633437	0.76500916	0.3960458	-1.2529079
0.9702204	0.29366153	0.91551834	0.21559465	0.3242594	-0.20286952
0.88621485	0.721642	0.13523328	0.45020068	0.79517466	0.79591763
0.11280155	0.5235333	0.80625093	0.118228436	0.69020015	-0.15245424
0.016586542	0.03239429	0.5109967	0.04816073	0.26948452	0.956272
0.79588073	0.40471923	0.16557479	0.9080608	0.011369944	0.88749665
0.60211366	0.17280865	0.22159052	0.54056513	0.9924863	0.10527079
0.36725968	0.0033110976	0.60780716	0.30096602	0.165955	-0.4759332
0.69754285	0.69746935	0.2525714	0.5326736	0.5724984	-0.3981705
0.53693897	0.4227653	0.21103978	0.7760611	0.8778129	0.15027794
0.9043573	0.9152447	0.4757703	0.54007566	0.30115384	0.4915238
0.3814311	0.62818366	0.5399032	0.1415633	0.14224648	1.062377
0.73171407	0.88141763	0.9635029	0.80546945	0.7876867	0.0874774
0.7095777	0.8370367	0.37178499	0.57731074	0.7018376	-0.41547573
0.60556257	0.45686954	0.23721981	0.14425373	0.21203256	-0.5803427
0.54845566	0.9606018	0.31787598	0.09264809	0.064560294	-0.63060975
0.69506174	0.707718	0.23266685	0.30601013	0.8872262	-0.72436005
0.0767383	0.793633	0.51678926	0.26498199	0.98310333	-0.10768348
0.1713959	0.9508423	0.9144145	0.67183423	0.8257155	0.2106611
0.6213183	0.9186952	0.611532	0.0006634593	0.28903157	-1.3533621
0.57297987	0.85142785	0.3551541	0.68151474	0.69090277	-1.2041421
