x1	x2	x3	x4	x5	y
0.34270704	0.6823873	0.98252136	0.026835501	0.61000407	1.5730562
0.98569375	0.2959146	0.008099914	0.23141766	0.19805253	2.6205711
0.56570786	0.558616	0.77351946	0.61146396	0.86884147	0.3444773
0.15172893	0.4853276	0.3228618	0.6626456	0.19227052	0.4014033
0.12671298	0.53161675	0.25781977	0.73908514	0.80802155	-0.032828897
0.25529146	0.3588549	0.45702082	0.26955032	0.5173889	0.29005298
0.09571433	0.8488257	0.874997	0.66555053	0.9648674	0.09083346
0.5736305	0.22172219	0.22942215	0.45422012	0.96617585	0.76021975
0.57910085	0.6897984	0.30224568	0.75274575	0.9900856	0.23154323
0.08470935	0.031392932	0.33744705	0.22042352	0.12979543	0.30594832
0.64597315	0.21911508	0.9463801	0.41567576	0.44231725	0.103946716
0.87203807	0.31145114	0.18673557	0.53951186	0.7772605	0.6690309
0.24184042	0.12315327	0.07966739	0.031654835	0.8646869	-0.3622488
0.39726216	0.6603269	0.37252504	0.89716804	0.6784895	-0.11650473
0.7531024	0.5514438	0.6712915	0.7806531	0.12286961	-0.31991076
0.9389317	0.5113995	0.5581965	0.047285855	0.7666814	-0.5922164
0.41828495	0.98823744	0.24364787	0.09680748	0.22102362	0.62965524
0.73618734	0.07790911	0.061711192	0.86530405	0.7860657	0.56349295
0.59205055	0.851221	0.02388531	0.6952391	0.51333266	-0.4662244
0.34014738	0.7836909	0.03947693	0.9473007	0.19347852	-0.45784944
0.9668646	0.4200462	0.11022657	0.22415644	0.69167554	1.5332882
0.629275	0.83022904	0.7448185	0.27683425	0.14240259	0.5121038
0.2998591	0.13021946	0.26419675	0.19988942	0.090323746	-0.35293093
0.47134072	0.14441597	0.35150468	0.6655334	0.31338006	2.0619879
0.18310434	0.34056032	0.6200353	0.47376025	0.81553286	0.17128086
0.8225749	0.92914236	0.92219317	0.34206378	0.55712074	-0.9749458
0.99710953	0.11871022	0.61700237	0.016206563	0.5150673	1.9807873
0.42393363	0.76741225	0.05574596	0.77534276	0.007455647	-0.6547696
0.35760778	0.37079948	0.47506076	0.30963552	0.2346201	0.5647629
0.6937112	0.0063526034	0.841314	0.1899761	0.080982625	0.45421058
0.4820276	0.5896233	0.16637021	0.21042502	0.041030884	0.18899891
0.6105374	0.81413925	0.7682403	0.9626351	0.7263258	-0.3905559
0.24860895	0.77281666	0.7011137	0.6346895	0.21000367	-0.34016243
0.8845632	0.34512305	0.48571873	0.8285453	0.12364203	0.70250005
0.18535429	0.47323948	0.06287438	0.15020287	0.93087864	-0.23452917
0.7100289	0.9408682	0.73431784	0.85037917	0.48114192	-1.5778085
0.3896373	0.25574815	0.7222699	0.84561664	0.49719298	1.1962905
0.5474354	0.3213635	0.29982734	0.7382785	0.1471659	1.5298414
0.2806419	0.20541584	0.7175597	0.19396079	0.40304673	0.7224201
0.17934257	0.7279994	0.16219324	0.05212736	0.0062835217	0.38068995
0.042595327	0.33343422	0.2641477	0.45729434	0.2700556	0.8882718
0.74245757	0.12444967	0.30423117	0.8911612	0.5848615	1.4134772
0.7757272	0.4534874	0.5690184	0.008010387	0.5928726	-1.166486
0.20186514	0.18719518	0.1477524	0.1065371	0.5000811	-0.21866809
0.7910316	0.016257346	0.26154894	0.29796213	0.7922577	1.4942803
0.19666123	0.75885594	0.31694394	0.9548167	0.9587228	0.34129864
0.72198933	0.6385642	0.060222507	0.6664154	0.9834596	-0.06359069
0.38264275	0.53961295	0.23437399	0.2565388	0.055927992	0.09705262
