x1	x2	x3	x4	x5	x6	x7	x8	x9	x10	x11	x12	x13	x14	x15	x16	x17	x18	x19	x20	y
0.4491825	0.6085868	0.695144	0.42428416	0.72405916	0.027694702	0.48364216	0.074138165	0.6968507	0.8479781	0.3144132	0.40509784	0.71967757	0.27695984	0.73495686	0.15937924	0.4855227	0.4805634	0.06959933	0.44661593	-0.7280556
0.4528969	0.49603808	0.97276497	0.42260832	0.7911517	0.35439688	0.23409462	0.446312	0.20689142	0.28154355	0.3703385	0.5340093	0.22219712	0.23609757	0.1356591	0.20129442	0.058477163	0.15499991	0.35544604	0.43121773	-0.4887478
0.82680285	0.47943062	0.22824997	0.09354657	0.31338888	0.5128049	0.10424942	0.3023638	0.53855675	0.95582473	0.50121194	0.023765087	0.13909018	0.124759376	0.8336612	0.8076722	0.5115286	0.19922823	0.28814268	0.21356702	0.033951845
0.96305865	0.106395006	0.58940744	0.7197899	0.07098925	0.71097124	0.74876976	0.6280778	0.96481174	0.2692026	0.037594616	0.20308727	0.04257357	0.6622655	0.6220883	0.27129728	0.32789373	0.78962487	0.5010252	0.9180613	0.028073378
0.3085268	0.56795675	0.62468845	0.32269734	0.8743421	0.35660118	0.64967626	0.09696615	0.6240733	0.845738	0.02951765	0.99934447	0.5375107	0.98262346	0.82362354	0.77315146	0.4751379	0.67038757	0.66346	0.16077489	-0.29665363
0.73973453	0.9373199	0.34430218	0.17189133	0.9236837	0.9605181	0.5646989	0.13172513	0.47887707	0.49653012	0.8485795	0.041006505	0.1677118	0.4514475	0.42396897	0.5350686	0.98454547	0.8805448	0.98619777	0.024278522	-0.004563749
0.94561416	0.11177337	0.35231245	0.7923409	0.37926167	0.27819788	0.5248453	0.97581065	0.45929915	0.014018655	0.38141245	0.083640695	0.5156226	0.87047887	0.91098696	0.58883584	0.16941154	0.21676183	0.77038103	0.7069086	0.8119344
0.225339	0.6280689	0.32240218	0.13569266	0.98291993	0.73360056	0.31737804	0.78518057	0.14785153	0.7677777	0.6817925	0.3549207	0.24526721	0.5366586	0.8179622	0.5357126	0.129197	0.2036606	0.44634706	0.705375	0.53009176
0.7954309	0.8785737	0.89144135	0.45579594	0.21810907	0.12223345	0.49005514	0.9299224	0.70011187	0.68203217	0.60394967	0.06766337	0.37357098	0.25027907	0.088201046	0.85748863	0.82354385	0.49801314	0.19178796	0.6742821	0.070838735
0.1380893	0.064902425	0.6163039	0.6328426	0.692939	0.9828792	0.87531126	0.35408783	0.8097725	0.06442624	0.8227554	0.047611773	0.33588314	0.82014686	0.4524399	0.13540149	0.6744575	0.86650026	0.67039794	0.8157081	0.61996245
0.31289607	0.6642454	0.18328679	0.48588616	0.5248653	0.1579125	0.57136756	0.27473545	0.2697255	0.014237702	0.6762446	0.8405749	0.998691	0.92874557	0.06838387	0.86337125	0.9493975	0.75795776	0.81646806	0.85236377	-0.9989208
0.81662863	0.5539081	0.14151055	0.55628264	0.07638806	0.9349197	0.95678097	0.31927323	0.9959988	0.40568137	0.11239505	0.7761384	0.90723205	0.94721454	0.7455592	0.84153336	0.7751167	0.74402714	0.0713824	0.33015978	-0.12675853
0.57046044	0.89957476	0.4430095	0.7374326	0.021420479	0.27955383	0.6585478	0.64563006	0.56676763	0.55375415	0.79227793	0.4156447	0.82958007	0.9978553	0.4214869	0.10172564	0.6078961	0.73323804	0.7417293	0.059816897	-0.28323385
0.4377926	0.48262817	0.7014343	0.4303524	0.9103527	0.34260762	0.8205442	0.03668177	0.9925751	0.58092034	0.24239999	0.82985514	0.33828902	0.20740211	0.29222167	0.9762156	0.96732754	0.6166864	0.442142	0.1843794	-0.3174113
0.33620453	0.017175257	0.0139199495	0.52619654	0.8750589	0.5427606	0.095173895	0.34613955	0.80693203	0.61098635	0.5890323	0.044683874	0.35717404	0.91826504	0.30998993	0.27012956	0.084341645	0.77275383	0.6524999	0.43809605	0.87965715
0.8607177	0.79679745	0.7709883	0.7879518	0.43592072	0.32573462	0.24509156	0.5625086	0.102469206	0.3189621	0.17776859	0.6705402	0.6924587	0.18585491	0.663967	0.5558642	0.8927776	0.88025504	0.79875225	0.83810747	0.35474685
0.5473658	0.939697	0.0038735867	0.87021226	0.8797433	0.7267961	0.35005635	0.38307756	0.76307905	0.4964767	0.85651606	0.6605238	0.5841685	0.36879748	0.038758814	0.12047231	0.07733953	0.05800283	0.19936693	0.3790481	-0.5717562
0.83141685	0.58671856	0.74100286	0.11885011	0.960327	0.9396734	0.8945898	0.33543903	0.5028032	0.590679	0.3032347	0.7095305	0.40404147	0.08133417	0.36309648	0.99657947	0.72456545	0.7306095	0.5894049	0.6516068	0.38864857
0.6754371	0.18548441	0.55279124	0.35484463	0.15267259	0.11525017	0.38911533	0.028540552	0.010754168	0.9518253	0.5310715	0.4938832	0.09895122	0.61307627	0.89949095	0.9888776	0.07818514	0.34375763	0.8941884	0.9310171	0.4092773
0.9810963	0.04320848	0.080403924	0.23850834	0.74787	0.08396876	0.575583	0.798117	0.6050998	0.38436234	0.7574474	0.5644252	0.7766211	0.18065405	0.8291988	0.5503115	0.10174942	0.63861686	0.15829557	0.9340347	-0.25988162
0.6104337	0.11417419	0.5003457	0.43921137	0.30698282	0.026597798	0.17423308	0.08041936	0.59533143	0.527212	0.56189615	0.0064486265	0.16914809	0.19302386	0.5573376	0.05947417	0.831332	0.1808716	0.62093765	0.9537726	0.44707984
0.323659	0.9320068	0.06223935	0.5443152	0.028482199	0.4353907	0.9812487	0.87950134	0.5485815	0.2711171	0.7685848	0.11129224	0.81201655	0.12717831	0.10535818	0.94961023	0.12701422	0.25498885	0.58275443	0.4656675	-0.059621252
0.5387652	0.22474498	0.3178541	0.98494077	0.8545055	0.11948156	0.5075112	0.1052081	0.8462707	0.5045764	0.24248928	0.95083386	0.7797626	0.41769683	0.33188492	0.559806	0.18194604	0.5072212	0.3482989	0.11409676	0.24920943
0.78518784	0.20088959	0.29028004	0.1447823	0.59937024	0.75123066	0.7195031	0.37980932	0.5694409	0.10013592	0.037935138	0.34746158	0.116457164	0.37982744	0.9703257	0.09826326	0.15377921	0.7864762	0.25768203	0.6897868	0.010275097
0.42757058	0.07315099	0.64796245	0.364613	0.20146054	0.87452096	0.4473244	0.6501356	0.48877627	0.17787719	0.52719355	0.6851374	0.4496559	0.5387349	0.66538835	0.8125044	0.52005565	0.43825835	0.18716556	0.32038683	-0.6103829
0.27965695	0.27557784	0.15359294	0.49532586	0.19135922	0.56414217	0.63573015	0.90076995	0.51659125	0.8547015	0.18902028	0.35470545	0.30612355	0.3233831	0.109071195	0.072347105	0.14465469	0.93477875	0.270527	0.72383606	0.6946011
0.6620262	0.56610906	0.59241533	0.40952015	0.3368801	0.5604474	0.036103845	0.7514227	0.45683813	0.14611274	0.9789169	0.10755056	0.32301718	0.58027697	0.8116536	0.44747388	0.44284302	0.86323196	0.9057644	0.4680004	-0.12548982
0.20461416	0.12545902	0.67775786	0.16788292	0.66193277	0.50879776	0.70325315	0.13645321	0.060528398	0.28422529	0.2950489	0.9899687	0.46669424	0.383111	0.19785255	0.36579943	0.643277	0.21921086	0.8954243	0.17648232	0.1354139
0.024359226	0.74710566	0.76958096	0.986454	0.05580169	0.56965595	0.6145368	0.4049399	0.37510985	0.65776914	0.55349165	0.5278004	0.650676	0.8355359	0.5024595	0.70967406	0.38600117	0.593616	0.8276088	0.6877277	0.73224896
0.28125852	0.028250754	0.40490067	0.9249306	0.8475526	0.576672	0.6519349	0.24476331	0.2453419	0.513157	0.8183847	0.9921418	0.79555076	0.014331222	0.80402493	0.5172318	0.24110258	0.011814892	0.65575594	0.09817296	0.08990927
0.57677233	0.97733563	0.15802652	0.67407626	0.1370663	0.34672624	0.88332343	0.71965516	0.64232385	0.2105695	0.95751035	0.20246536	0.8543159	0.11857724	0.11673969	0.7705957	0.84499055	0.12670219	0.7626125	0.5653214	-0.4010739
0.6844432	0.63210946	0.5537895	0.7016886	0.13204157	0.7653284	0.3850317	0.20930523	0.7148313	0.9012357	0.88977784	0.9049829	0.07612318	0.4127903	0.79534817	0.3467397	0.9432741	0.33984876	0.909085	0.572887	0.19508998
0.4559464	0.4400668	0.62653923	0.93177235	0.5409747	0.14522958	0.8008111	0.51438195	0.018748164	0.99471146	0.16742617	0.86301506	0.07045436	0.51825714	0.8519586	0.45109904	0.050546646	0.07462156	0.6427008	0.53190076	0.7233268
0.89481723	0.62752753	0.74149865	0.52336824	0.32025206	0.07716948	0.21747369	0.13062745	0.18236017	0.34435326	0.32992393	0.59340054	0.02012813	0.7601275	0.7095525	0.6061775	0.50617343	0.19573009	0.037461877	0.49419767	-0.273748
