x1	x2	x3	x4	x5	x6	x7	x8	x9	x10	x11	x12	x13	x14	x15	x16	x17	x18	x19	x20	x21	x22	x23	x24	x25	x26	x27	x28	x29	x30	x31	x32	x33	x34	x35	x36	x37	x38	x39	x40	x41	x42	x43	x44	x45	x46	x47	x48	x49	x50	y
0.12916595	0.78664356	0.7018615	0.37357175	0.2980618	0.0029861927	0.029256523	0.87978715	0.94377476	0.80453885	0.10448915	0.94788134	0.8119206	0.37967628	0.6351134	0.74169517	0.86412275	0.47508842	0.82113534	0.5375987	0.44110548	0.7412812	0.6458693	0.20272952	0.16823626	0.019162297	0.5301054	0.18086737	0.028480947	0.5095217	0.7107158	0.4955399	0.9087973	0.69935864	0.59111637	0.92504615	0.2538466	0.84212697	0.47397286	0.17341179	0.8177556	0.9540694	0.9653069	0.23524189	0.12149042	0.48555374	0.2920738	0.73578244	0.82004595	0.28858167	-0.16208081
0.062128007	0.18339318	0.020926893	0.12589282	0.8258078	0.24259263	0.33492208	0.59405345	0.8972413	0.1949603	0.24559844	0.7284637	0.66933686	0.52957004	0.25468808	0.60557353	0.099540114	0.62828296	0.7053745	0.27710587	0.46879172	0.9561169	0.8345644	0.3755433	0.46228498	0.09053022	0.90065575	0.83668625	0.79235184	0.5845067	0.1242252	0.25518757	0.1418286	0.33888382	0.010928571	0.588756	0.84672326	0.8954648	0.77111375	0.15661311	0.2834823	0.6831939	0.82836306	0.3210863	0.28644395	0.95905095	0.63727933	0.6048425	0.8347188	0.70452803	0.17353636
0.0852049	0.1388185	0.20077866	0.8496078	0.629991	0.06886178	0.88657105	0.41209245	0.49974692	0.64147794	0.9029221	0.3018558	0.40059525	0.8020173	0.76324886	0.3271556	0.5781064	0.24598587	0.13773006	0.6429885	0.9413437	0.43140525	0.15495783	0.4221574	0.3646857	0.6838137	0.9941315	0.5361554	0.6310311	0.31097448	0.6024079	0.13694513	0.67403084	0.58559	0.30044365	0.6526581	0.66724396	0.27467912	0.6609933	0.5015059	0.43705732	0.10383195	0.2192983	0.19231331	0.5252068	0.4289441	0.7013637	0.23045856	0.14368683	0.31878376	-0.046247497
0.29766452	0.25732422	0.97554785	0.39690453	0.447995	0.22086251	0.33389395	0.04256618	0.92958343	0.11466771	0.6631506	0.8183906	0.8491602	0.123084486	0.53346634	0.58099926	0.27054036	0.6636127	0.04435742	0.6638575	0.096925855	0.37112457	0.4150834	0.19274122	0.6937255	0.2346189	0.6963189	0.94188035	0.32567012	0.70551175	0.15165806	0.46957588	0.7862094	0.23772949	0.3342594	0.6779494	0.9287022	0.16447008	0.94143665	0.92219836	0.50773007	0.291112	0.44104403	0.28269035	0.893948	0.39448214	0.8475878	0.14054829	0.55869704	0.43501395	0.5225113
0.007942319	0.7308911	0.64371127	0.63667583	0.2734548	0.7699798	0.6087081	0.2973073	0.5943734	0.9743081	0.18350929	0.63045204	0.3645383	0.38588846	0.85959136	0.20438963	0.95671403	0.21155441	0.009125829	0.8272552	0.614562	0.42188674	0.6303987	0.9312383	0.022421122	0.4811749	0.5012875	0.43135285	0.5532493	0.18217605	0.09255469	0.79434955	0.47166067	0.4593658	0.9064479	0.9562583	0.90960884	0.4162103	0.96672	0.8908558	0.22702342	0.4323427	0.6861447	0.85545266	0.97911966	0.056488276	0.20249748	0.6873469	0.12441826	0.57993764	-0.4029039
0.07402432	0.7505433	0.6267191	0.6314656	0.047785103	0.6776025	0.84709895	0.31714046	0.051329195	0.2936328	0.6486196	0.078508615	0.3463071	0.11692965	0.5825072	0.25442123	0.90368974	0.56728137	0.3263054	0.120545626	0.5134149	0.80480015	0.42615914	0.98816633	0.5396674	0.4127857	0.9941067	0.99137676	0.83838063	0.7803666	0.012514591	0.9342763	0.20679355	0.8445313	0.5920834	0.03896296	0.89493865	0.83019155	0.6208317	0.23190826	0.17354149	0.915045	0.6444353	0.80164546	0.8062816	0.7343938	0.374359	0.8542534	0.9648721	0.7383945	-0.6389538
0.14517379	0.48809296	0.8867989	0.48347598	0.72283846	0.691071	0.7666089	0.17543775	0.26994312	0.9787349	0.82379526	0.69345886	0.60851884	0.47087175	0.21607512	0.42201996	0.6490988	0.21011198	0.45530432	0.39502013	0.20134532	0.32529253	0.11811483	0.5589775	0.08042073	0.2796167	0.52480465	0.243352	0.87984765	0.4410705	0.24830878	0.22138721	0.074997365	0.97242934	0.8308605	0.087516546	0.2172395	0.5464098	0.17288035	0.7362278	0.651895	0.9552462	0.9339652	0.48671907	0.15560889	0.12022382	0.26205057	0.7338446	0.82333255	0.54604197	-0.46429586
0.7850273	0.033291996	0.6199915	0.7752704	0.4370945	0.29371327	0.11651635	0.39205652	0.31789714	0.5241897	0.81250614	0.2572525	0.9556648	0.2871006	0.91100955	0.061338544	0.3516317	0.79370534	0.671695	0.71249574	0.68025804	0.22655386	0.105009496	0.2592532	0.96842957	0.71548814	0.19475216	0.19128197	0.35166258	0.76014525	0.3127125	0.022317588	0.9207831	0.9865669	0.9405769	0.22938746	0.41779453	0.3170324	0.52975774	0.5177929	0.539899	0.990853	0.6869871	0.87324685	0.5055513	0.9978427	0.6832844	0.9096062	0.5823653	0.9722864	1.0406091
0.74080014	0.7324926	0.7162777	0.5305575	0.8568865	0.2063092	0.4450919	0.45417768	0.16226655	0.8730162	0.50317377	0.35663867	0.47978395	0.3059879	0.101792336	0.7225263	0.3718573	0.77754116	0.06378955	0.5992842	0.32011116	0.117763996	0.97904855	0.9459292	0.42070735	0.03491485	0.2513907	0.35145503	0.49807066	0.14031875	0.7242012	0.8419616	0.9865076	0.25857145	0.44825327	0.6842286	0.48981565	0.34282798	0.2822615	0.98036045	0.3520645	0.3498962	0.93469614	0.5551511	0.83979	0.42174983	0.94611293	0.46263158	0.9272282	0.22836536	0.7398349
0.4394747	0.14412981	0.6884615	0.31072062	0.47342992	0.61261576	0.9068925	0.9563236	0.8517591	0.12967473	0.5885311	0.2109127	0.99365485	0.8995707	0.6701834	0.557783	0.83869374	0.8872338	0.068680525	0.30236012	0.9300766	0.6886447	0.5028127	0.63924485	0.9704744	0.6158215	0.8660178	0.753173	0.9052491	0.8930656	0.3937934	0.1994716	0.46318507	0.6872611	0.3917765	0.19175851	0.8270202	0.86930877	0.03681642	0.5227096	0.19540834	0.4554075	0.5835621	0.464207	0.47824526	0.46986562	0.22564119	0.3152606	0.83197325	0.6534158	0.33061135
