x1	x2	x3	x4	x5	x6	x7	x8	x9	x10	x11	x12	x13	x14	x15	x16	x17	x18	x19	x20	x21	x22	x23	x24	x25	x26	x27	x28	x29	x30	x31	x32	x33	x34	x35	x36	x37	x38	x39	x40	x41	x42	x43	x44	x45	x46	x47	x48	x49	x50	y
0.046564877	0.70135444	0.6260867	0.79665744	0.13508028	0.7792856	0.15958643	0.53857934	0.8338174	0.5903629	0.121016204	0.03091091	0.9292973	0.97906846	0.3990143	0.63081443	0.77461004	0.0751338	0.66182363	0.16089278	0.15382123	0.6538363	0.9787705	0.74077743	0.452402	0.9588144	0.41695434	0.6965423	0.4311205	0.2769655	0.010661006	0.9290207	0.3386286	0.27321875	0.5446815	0.4872017	0.3403157	0.7019507	0.8822673	0.07735312	0.7332611	0.24979925	0.3966961	0.7065529	0.16467637	0.03948474	0.37298274	0.7222965	0.031178355	0.523346	0.35137424
0.2581188	0.28448564	0.74394727	0.99284625	0.06330973	0.3385315	0.9024666	0.689414	0.014565825	0.4610647	0.018988907	0.8512767	0.65210414	0.86793476	0.41835493	0.6276028	0.14328289	0.09836352	0.9691085	0.65000826	0.23987126	0.38226038	0.49800205	0.5006771	0.23252755	0.37562203	0.28738385	0.2365979	0.05631751	0.85339093	0.40678447	0.7559217	0.6011633	0.8093279	0.9904283	0.47422868	0.29423332	0.6390439	0.12937677	0.23819965	0.4155808	0.07324374	0.20087922	0.6592694	0.44440293	0.69628656	0.11362666	0.71111983	0.18007207	0.6111065	-0.05492057
0.6404869	0.8667202	0.8481635	0.89354956	0.6929459	0.5780929	0.089220524	0.6228476	0.01631397	0.6551832	0.43321663	0.20405835	0.52261126	0.21125072	0.77932763	0.11592966	0.26968122	0.5569354	0.32941043	0.7452637	0.64819974	0.7680044	0.44939947	0.03413123	0.15943062	0.096334815	0.89886624	0.34927988	0.52714604	0.1750021	0.2326982	0.79476064	0.4220171	0.63385856	0.89863753	0.5760994	0.3616938	0.8697819	0.5604255	0.9087409	0.3159138	0.2767527	0.68222594	0.1262905	0.6813408	0.262416	0.28557754	0.44798434	0.4412871	0.9848016	-0.92852473
0.11429167	0.7306246	0.41081655	0.67615914	0.47782928	0.93146497	0.11674142	0.32186627	0.7071872	0.83901685	0.06844956	0.53005946	0.7343037	0.39162964	0.3843434	0.8245342	0.5433538	0.3913753	0.57782847	0.055493534	0.8637307	0.1063028	0.78518015	0.3807217	0.14280099	0.79335946	0.5654255	0.52393967	0.45044392	0.05911374	0.71671957	0.22554499	0.19866568	0.67504954	0.66480047	0.22793871	0.31095725	0.7650036	0.21026886	0.13673222	0.6241628	0.58338726	0.2630139	0.17099631	0.21227497	0.6050824	0.8301126	0.17476344	0.30131882	0.033516467	0.16536191
0.8704098	0.3404907	0.97206396	0.4968272	0.28831857	0.038971126	0.2321294	0.01891464	0.14235336	0.1296385	0.5884308	0.5060114	0.5033628	0.5506094	0.76059216	0.6849235	0.903244	0.33760846	0.9764744	0.6510121	0.37385923	0.020308912	0.36477	0.44675887	0.75677335	0.41288525	0.008564293	0.6782831	0.13385099	0.04303646	0.7622366	0.6559994	0.778235	0.92038965	0.024819016	0.4243096	0.7812777	0.6018222	0.0044505596	0.9113985	0.5888556	0.5807748	0.32782954	0.27503496	0.5652476	0.06806165	0.28458393	0.39499754	0.420758	0.035084546	-0.6500085
0.7620436	0.35996377	0.207089	0.8005991	0.8391288	0.2914446	0.029094577	0.17409283	0.8714841	0.44168025	0.90848976	0.17599046	0.09027147	0.48336303	0.13490015	0.12942457	0.43959212	0.3943469	0.27356392	0.9752662	0.7591144	0.61637044	0.3759753	0.29430974	0.8888631	0.62761784	0.24100965	0.74033725	0.8237812	0.81438786	0.4975648	0.13298076	0.9796049	0.9768649	0.31534803	0.10842401	0.2729699	0.9451856	0.5644724	0.7047431	0.47920507	0.6930172	0.024855673	0.20651299	0.2604308	0.5852151	0.026656985	0.8351833	0.26212358	0.2879207	0.66965824
0.1988641	0.23229158	0.37787664	0.8561117	0.6912533	0.77135885	0.3261903	0.3758111	0.23679763	0.31986785	0.082151055	0.112122655	0.81833225	0.22812289	0.001080215	0.28873026	0.7578844	0.34822345	0.2069577	0.43510044	0.6449499	0.7169329	0.9360791	0.4797724	0.8656729	0.76122206	0.12929106	0.5979107	0.050655186	0.31654274	0.5431326	0.7955508	0.019958913	0.92336357	0.45302188	0.36632335	0.5091901	0.8146805	0.34056544	0.7232068	0.35529548	0.044546187	0.570126	0.15809798	0.15095985	0.39541304	0.97341007	0.05676937	0.20438105	0.65225995	-0.2748817
0.931067	0.26443744	0.72756547	0.024221122	0.4885264	0.29123688	0.41145426	0.66024685	0.57592463	0.96459204	0.9948479	0.9790093	0.012688756	0.78188777	0.83687276	0.5547675	0.68931794	0.01965934	0.5944885	0.62569064	0.078615904	0.14974749	0.83709174	0.8241496	0.34400302	0.2796858	0.43286556	0.45605445	0.25515127	0.19333982	0.6200366	0.5562212	0.67621624	0.60134774	0.04905337	0.71778965	0.4521659	0.37518042	0.6753835	0.8287017	0.3434252	0.15689194	0.2192986	0.69393486	0.089654624	0.54632825	0.2768095	0.28001362	0.8532356	0.5130349	0.84226066
0.5006948	0.6860308	0.75279313	0.7156115	0.80450505	0.67660105	0.8290603	0.92682236	0.8755484	0.66893065	0.048929513	0.8132813	0.5471332	0.9179709	0.44932204	0.39795876	0.83791775	0.68286794	0.33855343	0.5523749	0.72475713	0.048097014	0.06350708	0.19034249	0.44293863	0.8614581	0.3818972	0.46656585	0.38319075	0.36571425	0.059972584	0.16318339	0.27872324	0.13658601	0.71792483	0.9081116	0.24337202	0.03212458	0.44870293	0.68919116	0.5854406	0.85047746	0.44210297	0.3569504	0.8454799	0.84715796	0.11408085	0.8340796	0.3863746	0.512505	-0.0005261358
0.76781046	0.5386104	0.049955666	0.21848613	0.6294718	0.96027255	0.888165	0.67040414	0.83419293	0.17756861	0.93148226	0.26105332	0.98540133	0.6460388	0.07027733	0.06979716	0.5650007	0.8820725	0.70976377	0.7718506	0.0042274594	0.6283237	0.27003586	0.28644282	0.3673671	0.88670605	0.36339778	0.5110583	0.48012775	0.54320216	0.8246838	0.42293322	0.20600408	0.8484295	0.055916965	0.25402862	0.33860934	0.12367904	0.086771905	0.51592535	0.11588889	0.78097165	0.3329696	0.27321672	0.19957012	0.88514876	0.8529329	0.41827166	0.32236844	0.99807626	1.0411994
