x1	x2	x3	x4	x5	x6	x7	x8	x9	x10	x11	x12	x13	x14	x15	x16	x17	x18	x19	x20	x21	x22	x23	x24	x25	x26	x27	x28	x29	x30	x31	x32	x33	x34	x35	x36	x37	x38	x39	x40	x41	x42	x43	x44	x45	x46	x47	x48	x49	x50	y
0.5326762	0.5644238	0.6560497	0.94494885	0.099187136	0.5872504	0.62946904	0.71189654	0.5423949	0.91472137	0.9442008	0.049138546	0.16436243	0.75551564	0.6782154	0.77744555	0.87110317	0.98237956	0.7223454	0.5584145	0.94677097	0.45075756	0.40425837	0.15274704	0.96066624	0.21017456	0.41736495	0.985318	0.05806589	0.74931735	0.49443907	0.68762624	0.8643953	0.88749975	0.7992321	0.49972785	0.26667792	0.8531161	0.7425756	0.50627416	0.5776911	0.6686137	0.14509523	0.114251435	0.07483274	0.5596331	0.21284747	0.53478813	0.108219266	0.8408147	0.22770798
0.81860113	0.3791576	0.58935297	0.46259004	0.4035794	0.87585264	0.95125043	0.8620688	0.09455085	0.86490595	0.8036054	0.39907932	0.73730934	0.55555004	0.15561992	0.18999797	0.35700625	0.77919465	0.47838664	0.27900445	0.9648969	0.8399175	0.6731508	0.048256695	0.7022894	0.98876226	0.3578024	0.2656055	0.4997779	0.38617212	0.8903006	0.968742	0.91646117	0.3030985	0.13872564	0.5198932	0.11911249	0.47094768	0.24417031	0.72977364	0.9564822	0.79005265	0.98074126	0.80546397	0.01961559	0.5979091	0.9016983	0.7734113	0.10673499	0.007713437	0.07761164
0.5099536	0.98168457	0.48898286	0.30039078	0.12303269	0.6289419	0.9074114	0.286524	0.9525458	0.80146337	0.9868362	0.7840522	0.404889	0.9202388	0.15371084	0.8635066	0.62637305	0.9206026	0.22663575	0.09940481	0.41890967	0.4498068	0.15224081	0.006413758	0.21796376	0.97428447	0.9843276	0.019318819	0.26907426	0.7150256	0.84497225	0.8862995	0.07052034	0.79810274	0.27061194	0.24097735	0.93603903	0.72929305	0.96834123	0.5027847	0.5921279	0.2370196	0.3949836	0.99536586	0.3938564	0.6725552	0.40296495	0.07971281	0.09607965	0.9976061	0.2553535
0.3037609	0.14992607	0.09629691	0.8806084	0.5335052	0.5440112	0.10936606	0.20866674	0.0927186	0.6270396	0.29355305	0.39084232	0.51068044	0.48303372	0.5766235	0.3272158	0.2116971	0.36252844	0.65965635	0.12593341	0.40288043	0.24361736	0.63114357	0.1525209	0.8986743	0.91581845	0.09184629	0.6029057	0.014297426	0.6429808	0.87868804	0.45307738	0.79386437	0.32241672	0.2603674	0.63735694	0.16000491	0.305924	0.86090547	0.7377402	0.8646682	0.42119998	0.953005	0.8458091	0.7483745	0.7877494	0.07180244	0.22967774	0.5026937	0.5909204	0.07158219
0.9875315	0.9367058	0.28332376	0.8237528	0.6914266	0.25299525	0.0037706494	0.70687413	0.57599026	0.6209158	0.8506568	0.34136075	0.30519956	0.5828794	0.3061883	0.20566773	0.0009868741	0.08356869	0.46014422	0.9005238	0.18483537	0.5970502	0.75915194	0.5750486	0.4843591	0.8634943	0.024175227	0.9164362	0.9136034	0.9312337	0.87145674	0.46692848	0.100948215	0.184502	0.07217842	0.18992835	0.054451108	0.84514123	0.7180031	0.28327423	0.49675184	0.5489046	0.50926995	0.84870327	0.7188683	0.11649734	0.9729819	0.30234426	0.29056227	0.9998572	0.102041334
0.18942219	0.37614828	0.54415464	0.049343884	0.8668636	0.89210606	0.0226084	0.42423135	0.5886517	0.8003498	0.7060984	0.4538272	0.93749005	0.39270765	0.52586883	0.1807096	0.21249563	0.35535234	0.042746186	0.43314773	0.6051687	0.1551652	0.08237702	0.9431582	0.2820465	0.1316098	0.37442362	0.26488727	0.02277106	0.43326658	0.27240437	0.34561712	0.72293735	0.5237261	0.917631	0.0017313957	0.937732	0.7744363	0.36231977	0.84585905	0.9682022	0.5496034	0.63891816	0.35865808	0.46291077	0.47604275	0.24669445	0.58643407	0.28676093	0.75517404	0.58261555
0.5767513	0.11251569	0.9485948	0.6495776	0.73823464	0.0047855377	0.9292866	0.65116066	0.46077478	0.17281747	0.5975305	0.6907972	0.6516801	0.8630491	0.044258177	0.110658705	0.98344135	0.9222111	0.45514292	0.77742416	0.85746795	0.8607009	0.26232398	0.31557554	0.23871058	0.36307037	0.9701968	0.48985428	0.100388765	0.8780596	0.696855	0.580957	0.23781097	0.8614368	0.09301907	0.7482674	0.43982804	0.31793278	0.049872816	0.5684846	0.26445276	0.30173528	0.78251004	0.179169	0.9730417	0.9054093	0.8640372	0.5518749	0.1173656	0.38485658	0.38641506
0.25840914	0.42971724	0.03397876	0.27542448	0.41350436	0.50002766	0.37102824	0.6048576	0.22746873	0.15939552	0.13576019	0.96251744	0.7965584	0.058775127	0.077273846	0.48013037	0.23185861	0.6695132	0.32182765	0.5482756	0.3733639	0.11148286	0.45308983	0.9554462	0.88914627	0.15901351	0.6484833	0.9343361	0.52965146	0.4515934	0.927601	0.5072094	0.40950358	0.9615201	0.71035475	0.1829136	0.8688758	0.9124406	0.90018237	0.26345587	0.31122023	0.8206655	0.8727737	0.08968055	0.9165661	0.74922067	0.6497471	0.35513258	0.4345963	0.8048827	0.023197897
0.5816853	0.8964599	0.19052047	0.32366556	0.44239616	0.7025804	0.6741714	0.7652875	0.2229181	0.411219	0.69464344	0.2790531	0.8573973	0.85241747	0.77705383	0.7667288	0.8018137	0.076470494	0.34736896	0.8747203	0.2925318	0.54187614	0.32997924	0.48017132	0.413967	0.35644388	0.58873963	0.95921886	0.50955945	0.35639542	0.90877265	0.2718441	0.62959427	0.5092313	0.6469363	0.7926417	0.63240635	0.46457905	0.71438926	0.5725264	0.41392612	0.60787255	0.24638909	0.5448016	0.20322704	0.72519976	0.98529273	0.33716124	0.052651703	0.9118271	-0.24553144
0.24204439	0.83106023	0.8465358	0.3239922	0.5126674	0.28824145	0.9180858	0.14004654	0.55568147	0.21883112	0.893936	0.74284893	0.93201095	0.27052945	0.66906416	0.07370502	0.7970927	0.33401418	0.66669065	0.74286145	0.18644226	0.7809513	0.29552776	0.6927916	0.32925487	0.5220739	0.55082804	0.93100804	0.64283776	0.58697265	0.40760958	0.0019493699	0.2777567	0.32983083	0.68730766	0.4637373	0.65663874	0.24062496	0.0023078322	0.683189	0.7699065	0.7642145	0.9145631	0.012342989	0.6486943	0.897037	0.24455374	0.7787388	0.75849855	0.60643667	-0.51145625
