x1	x2	x3	x4	x5	y
0.57456636	0.86637807	0.48861897	0.96516263	0.5078612	-0.3851199
0.377429	0.34180188	0.76060265	0.9389339	0.83496666	0.006668387
0.31803685	0.31207508	0.10192257	0.039144456	0.66276646	1.0836486
0.6956512	0.68698287	0.27126044	0.18723756	0.58668613	-0.039605737
0.5712433	0.12949151	0.060545027	0.46418077	0.53983086	-0.23504469
0.9351248	0.4604392	0.7048389	0.4834869	0.68259573	-0.5398439
0.011403263	0.30573404	0.56650335	0.7588675	0.95824677	-0.801565
0.8657281	0.7933565	0.65617514	0.86835945	0.20143986	-0.010967929
0.49366456	0.86034834	0.96617746	0.99139524	0.6252919	0.30819884
0.986913	0.7384059	0.7865308	0.17819422	0.8184251	0.53219783
0.8051062	0.63880837	0.8155105	0.18649656	0.4560657	-0.17425923
0.70338076	0.1296069	0.67965704	0.49808425	0.6038688	0.23821428
0.12541777	0.28010535	0.6732802	0.4632237	0.5489558	-0.34582007
0.98253417	0.607675	0.3099017	0.4866088	0.62538224	0.74287874
0.66919714	0.59486914	0.6250341	0.8504118	0.911929	0.047796354
0.14972097	0.543458	0.018888772	0.31032485	0.7634879	0.5858488
0.32923746	0.39501953	0.7728489	0.17041522	0.878206	0.41389775
0.09535092	0.5907636	0.019367754	0.6243365	0.6271425	-0.29350355
0.38712156	0.94845706	0.78124774	0.61667466	0.6674219	-0.40723017
0.032877445	0.548093	0.9920096	0.77762574	0.71309495	-1.00011
0.27552223	0.7457962	0.66202015	0.23477691	0.074334025	0.11060859
0.98928547	0.7027986	0.5924862	0.19989371	0.56215155	0.60937107
0.9126221	0.58612907	0.4695549	0.91727805	0.23595619	0.0962942
0.34710306	0.58737063	0.09873742	0.8232015	0.70761627	0.15743765
0.88050115	0.5588749	0.6009354	0.71054304	0.04316002	-0.50086004
0.6585563	0.81650746	0.12261468	0.937703	0.66861427	-0.41020936
0.072604895	0.15361166	0.63746285	0.73108524	0.9469226	-0.3937696
0.7807477	0.34243125	0.45058167	0.036328137	0.54982364	0.010632107
0.43073547	0.20712864	0.47485948	0.21592766	0.25050223	0.24374853
