x1	x2	x3	x4	x5	x6	x7	x8	x9	x10	x11	x12	x13	x14	x15	x16	x17	x18	x19	x20	y
0.40735227	0.5165352	0.7957996	0.82480663	0.43717664	0.99157023	0.23381728	0.5336075	0.18663043	0.5818512	0.95571226	0.08640689	0.6176196	0.040485084	0.38817227	0.2650079	0.50084287	0.15301132	0.6269848	0.028208494	0.137386
0.60960907	0.30719358	0.2007764	0.92388105	0.55397797	0.16902536	0.21817577	0.27691388	0.20413977	0.5618275	0.5070393	0.9358965	0.5145986	0.23328853	0.92993295	0.6257409	0.39211416	0.8509015	0.90989566	0.07906979	0.2546915
0.087622166	0.17109871	0.07001972	0.3499874	0.6830324	0.043893337	0.011318982	0.06945795	0.23911816	0.8134863	0.94330174	0.9967136	0.50544703	0.07652515	0.98759544	0.16390139	0.68877965	0.7499342	0.6545781	0.6650246	0.825819
0.03357047	0.33152097	0.17839628	0.84531647	0.21592158	0.4880386	0.9444197	0.87897795	0.14026082	0.08289468	0.89573866	0.6438975	0.11665934	0.9323309	0.1390351	0.93283886	0.85871315	0.85630053	0.404072	0.54345506	-0.032989662
0.08248091	0.781673	0.5288296	0.8702496	0.28922802	0.98299533	0.83328795	0.35993952	0.636511	0.13524461	0.167104	0.15741313	0.21277237	0.63900995	0.28450477	0.32730567	0.8497834	0.58258426	0.2563132	0.3643064	-0.336413
0.36854714	0.73342556	0.85195875	0.8984171	0.15982139	0.44658452	0.617366	0.3045894	0.8287629	0.44441283	0.55335444	0.072535574	0.86128026	0.16869062	0.48797566	0.09217602	0.8803942	0.52890044	0.7251726	0.10700059	-0.4713778
0.54250956	0.70484674	0.85309774	0.86746186	0.4107316	0.4492159	0.6661267	0.32022268	0.29654157	0.039663672	0.009678721	0.23672438	0.5624269	0.54030097	0.5401137	0.5748787	0.40765786	0.0060145855	0.9464782	0.13414502	-1.0602566
0.49414498	0.6986648	0.6281786	0.28283226	0.06549281	0.9003433	0.5142484	0.9560022	0.7332787	0.7136003	0.60819155	0.387232	0.20696074	0.56071943	0.98046964	0.7997522	0.9542521	0.9689065	0.89068043	0.21935767	0.44557026
0.22769886	0.48284703	0.24141037	0.36433256	0.3287245	0.93752265	0.46637833	0.9839874	0.11229807	0.0067930818	0.57148963	0.5996411	0.29823542	0.2469666	0.6424092	0.5250487	0.433015	0.75383466	0.28736418	0.8933048	0.4810882
0.15901405	0.23980892	0.6731744	0.80727684	0.49387795	0.10750222	0.48002613	0.33119678	0.34023374	0.40758127	0.6202965	0.3836128	0.14936608	0.25035214	0.081198275	0.00057542324	0.7416319	0.7793735	0.87783957	0.5395813	0.9256668
