x1	x2	y
0.19501925	0.51719093	-1.622336
0.15879148	0.6391667	-1.1678236
0.814297	0.49453944	-0.16359589
0.7623099	0.850249	-0.79886377
0.81922406	0.023809671	-0.8102214
0.9531708	0.6322099	-0.691271
0.004325986	0.6244193	-0.35380766
0.15569848	0.9628106	0.36943156
0.89646417	0.17020935	-0.18755454
0.12940973	0.53517157	-0.4332529
0.36754745	0.7140914	0.23150602
0.03421533	0.87069815	0.054879636
0.54483354	0.50982046	-0.27202535
0.18107224	0.5310715	-1.6659002
0.8396955	0.987114	0.041982725
0.17616326	0.29042435	0.4967045
0.6039796	0.7811522	0.50746566
0.08033222	0.31340748	0.22251838
0.10276437	0.9594564	0.5244352
0.32937342	0.80072564	0.40193024
0.77255464	0.5461494	-0.5306766
0.5975247	0.82526153	0.5288046
0.43683273	0.7631376	-0.8155571
0.4334662	0.507867	-0.89453334
0.6709157	0.04889095	1.0419815
0.26193696	0.10092741	-0.30763888
0.34795296	0.46855372	0.048340164
0.6995867	0.09983832	1.6361656
0.08154786	0.8470471	0.34116438
0.44044358	0.24723053	-0.26519668
0.38461977	0.52666676	-0.8347893
0.13435066	0.019129932	0.8016086
0.17165554	0.8962884	-0.29398134
0.64502394	0.0022853017	0.061881725
0.2306515	0.8792314	-0.7887395
0.979564	0.5994179	-1.265653
0.77803916	0.58236206	-0.47883162
0.7910248	0.10905415	-1.3306266
0.58401996	0.056714594	-0.07469462
0.008223891	0.920322	-0.44373265
0.5483535	0.70931345	-0.4256704
0.4330958	0.08698183	-0.54642993
0.87971115	0.044885397	-0.37519726
0.17198992	0.661125	-1.5854688
0.31433952	0.63477707	0.81797874
0.03914064	0.6876324	0.1477159
0.16965514	0.7775513	-0.9237543
0.44463593	0.09473914	-0.534539
0.3806932	0.41653126	-0.6098008
0.8108236	0.2782278	-0.4966455
0.5443699	0.27556938	-0.48109156
0.5173189	0.9387526	-0.57251215
0.7151415	0.60724443	0.39986217
0.044006467	0.7925142	0.29094777
0.98132116	0.6271156	-1.2664453
0.9159175	0.71962637	-0.25216743
0.9692959	0.4356804	-0.5724928
0.32348078	0.7600324	0.49026388
0.36580604	0.45285255	-0.2511007
0.43731695	0.31734645	-0.40888277
0.5924737	0.40036958	-0.22106974
0.1754511	0.95836675	-0.03222485
0.023818672	0.23518413	0.23508348
0.957781	0.19145668	0.20192525
0.07005292	0.7895742	0.43551913
0.98658794	0.8582435	-0.5030197
0.15405047	0.012907445	1.1169294
0.052096725	0.4836673	0.302614
0.61994016	0.4895028	0.20474324
0.63540673	0.2770754	-0.2028173
0.50114185	0.94880354	-0.6372901
0.33702493	0.12584496	-0.7500778
0.9354315	0.8342715	-0.14911804
0.9631574	0.91529685	-0.2792286
0.50549716	0.7681703	-1.1937659
0.57348734	0.6601233	-0.043384865
0.52525234	0.7776801	-0.9132063
0.35297573	0.4517151	-0.004800314
0.77514607	0.6881032	-0.47887325
0.8989441	0.37689573	0.2572887
0.397115	0.1561997	-0.29545373
0.28284132	0.033080935	-0.15226635
0.9389053	0.13910729	-0.028265838
0.33125198	0.65537965	0.6096211
0.87076753	0.80752796	0.23365004
0.9433351	0.47624558	-0.102269515
0.28971994	0.008732796	-0.15377462
0.5941349	0.6708629	0.23972489
0.47390723	0.7892999	-1.2286988
0.44148105	0.5385446	-0.76013565
0.058080614	0.61305696	0.26128623
0.64826685	0.32752818	0.14888862
0.6560169	0.02572906	0.41927794
0.88110465	0.03480798	-0.4130116
0.8250787	0.35229987	-0.06971575
0.009791553	0.4297307	-0.1979765
0.7784491	0.48130894	-0.659705
0.1630764	0.16347659	1.1558928
0.88153636	0.047952533	-0.40877917
0.24409276	0.04114449	0.010277402
0.018666148	0.9650811	-0.36083758
0.2891065	0.49937487	0.92524564
0.4043079	0.08948237	-0.38086757
0.4538064	0.08439988	-0.58617085
0.20791972	0.8680273	-1.1835268
0.17298925	0.6920811	-1.5000696
0.35291237	0.6728254	0.25759482
0.40336168	0.805456	-0.23470277
0.9371434	0.9388442	-0.30003887
0.87831986	0.3134457	0.10543217
0.8032391	0.15088928	-1.04592
0.031364202	0.9361778	-0.08463072
0.42861205	0.8755386	-0.55690366
0.77189595	0.39668185	-0.6291663
0.42562371	0.41516584	-0.7964431
0.061288357	0.88275373	0.6170869
0.2149818	0.68853	-2.0316498
0.97094756	0.09457499	0.22885841
0.20431584	0.90851355	-0.79796875
0.4591899	0.052809536	-0.7069265
0.6608691	0.8530399	1.6215382
0.16751254	0.8617775	-0.4319048
0.9849421	0.97276646	-0.37703058
0.7912726	0.53358746	-0.5332239
0.6960742	0.33125353	2.597056
0.576203	0.25305408	-0.3429853
0.857712	0.3303783	0.30525872
0.22349954	0.42860973	-0.30606633
0.6147494	0.56786907	0.40752962
0.21221346	0.19614565	0.48187765
0.09802228	0.28888512	0.4019538
0.4525612	0.871228	-0.8282015
0.24990731	0.4917711	0.2860245
0.24818915	0.26354277	0.21345028
0.22516829	0.005903542	0.24733812
0.18655974	0.4343071	-0.8677184
0.59825057	0.6946933	0.30469632
0.13567567	0.013217688	0.85830855
0.2232666	0.23036623	0.28624076
0.23464888	0.76698446	-1.3154652
0.61469424	0.49017364	0.23202977
0.14418966	0.18037027	0.8185209
0.926942	0.07997459	-0.22040558
0.48928523	0.060133755	-0.978502
0.0031436682	0.5595501	-0.37362775
0.32989246	0.02648437	-0.3637199
0.17123759	0.94395816	-0.033578906
0.26773846	0.87467325	-0.29562244
0.9761885	0.20619005	0.17280339
0.43494105	0.90668815	-0.52056956
0.34270704	0.6823873	0.4268148
0.98252136	0.026835501	0.2702626
0.61000407	0.98569375	1.5844876
0.2959146	0.008099914	-0.102757566
0.23141766	0.19805253	0.1271413
0.56570786	0.558616	-0.01479299
0.77351946	0.61146396	-0.37160343
0.86884147	0.15172893	-0.0048984997
0.4853276	0.3228618	-0.40366676
0.6626456	0.19227052	0.93336445
0.12671298	0.53161675	-0.38943747
0.25781977	0.73908514	-0.43479675
0.80802155	0.25529146	-0.6070549
0.3588549	0.45702082	-0.08623946
0.26955032	0.5173889	0.8404978
0.09571433	0.8488257	0.23632121
0.874997	0.66555053	0.36166552
0.9648674	0.5736305	-0.9534658
0.22172219	0.22942215	0.2999474
0.45422012	0.96617585	-0.732487
0.57910085	0.6897984	0.039357997
0.30224568	0.75274575	0.53840125
0.9900856	0.08470935	0.2781831
0.031392932	0.33744705	0.13418548
0.22042352	0.12979543	0.21421175
0.64597315	0.21911508	0.09213741
0.9463801	0.41567576	0.032574836
0.44231725	0.87203807	-0.7496824
0.31145114	0.18673557	-0.7295388
0.53951186	0.7772605	-0.6414387
0.24184042	0.12315327	0.0054263696
0.07966739	0.031654835	-0.07479603
0.8646869	0.39726216	0.45370668
0.6603269	0.37252504	0.77007467
0.89716804	0.6784895	0.11549346
0.7531024	0.5514438	-0.20605321
0.6712915	0.7806531	0.92457587
0.12286961	0.9389317	0.6361421
0.5113995	0.5581965	-0.83485836
0.047285855	0.7666814	0.32037082
0.41828495	0.98823744	0.0061407974
0.24364787	0.09680748	-0.040047824
0.22102362	0.73618734	-1.8973378
0.07790911	0.061711192	-0.19157098
0.86530405	0.7860657	0.31659314
0.59205055	0.851221	0.31257617
0.02388531	0.6952391	-0.07631447
0.51333266	0.34014738	-0.47944936
0.7836909	0.03947693	-1.4046587
0.9473007	0.19347852	0.0637667
0.9668646	0.4200462	-0.41803926
0.11022657	0.22415644	0.4238545
0.69167554	0.629275	0.5749627
0.83022904	0.7448185	0.09961265
0.27683425	0.14240259	-0.43991265
0.2998591	0.13021946	-0.56892383
0.26419675	0.19988942	-0.23639059
0.090323746	0.47134072	0.0972604
0.14441597	0.35150468	0.2991756
0.6655334	0.31338006	1.1056325
0.18310434	0.34056032	0.025683023
0.6200353	0.47376025	0.21244799
0.81553286	0.8225749	-0.35687348
0.92914236	0.92219317	-0.30684423
0.34206378	0.55712074	0.31657
0.99710953	0.11871022	0.26942438
0.61700237	0.016206563	-0.19161336
0.5150673	0.42393363	-0.36481503
0.76741225	0.05574596	-1.1023761
0.77534276	0.007455647	-1.3051821
0.35760778	0.37079948	-0.2608966
0.47506076	0.30963552	-0.36394042
0.2346201	0.6937112	-1.4408143
0.0063526034	0.841314	-0.47356108
0.1899761	0.080982625	1.0399718
0.4820276	0.5896233	-0.992077
0.16637021	0.21042502	0.960902
0.041030884	0.6105374	0.11089339
0.81413925	0.7682403	-0.2910583
0.9626351	0.7263258	-0.58217275
0.24860895	0.77281666	-0.8426383
0.7011137	0.6346895	0.45225453
0.21000367	0.8845632	-1.0409071
0.34512305	0.48571873	0.080887556
0.8285453	0.12364203	-0.50844455
0.18535429	0.47323948	-1.2185279
0.06287438	0.15020287	-0.21923856
0.93087864	0.7100289	-0.28471145
0.9408682	0.73431784	-0.3395177
0.85037917	0.48114192	0.37322506
0.3896373	0.25574815	-0.31255478
0.7222699	0.84561664	0.6926346
0.49719298	0.5474354	-0.84533787
0.3213635	0.29982734	-0.33059713
0.7382785	0.1471659	0.46582744
0.2806419	0.20541584	-0.3686247
0.7175597	0.19396079	1.8525227
0.40304673	0.17934257	-0.29011044
0.7279994	0.16219324	1.1216669
0.05212736	0.0062835217	-0.20516302
0.042595327	0.33343422	0.23163123
0.2641477	0.45729434	0.741682
0.2700556	0.74245757	0.009239931
0.12444967	0.30423117	0.5480716
0.8911612	0.5848615	0.4512721
0.7757272	0.4534874	-0.65610135
0.5690184	0.008010387	-0.12894887
0.5928726	0.20186514	-0.33976436
0.18719518	0.1477524	1.1231699
0.1065371	0.5000811	-0.0415557
0.7910316	0.016257346	-1.3707246
0.26154894	0.29796213	0.19818588
0.7922577	0.19666123	-1.149084
0.75885594	0.31694394	-0.18825114
0.9548167	0.9587228	-0.2414796
0.72198933	0.6385642	0.14142215
0.060222507	0.6664154	0.28917813
0.9834596	0.38264275	-0.5962513
0.53961295	0.23437399	-0.59013087
0.2565388	0.055927992	-0.15922129
0.20991147	0.16128111	0.56739885
0.48173475	0.19800568	-0.780269
0.80965	0.9183566	-0.5461845
0.04104036	0.6424019	0.1068813
0.2734884	0.93697035	-0.18719476
0.24852973	0.44153214	0.43748155
0.9182388	0.76796794	-0.25200292
0.002563119	0.08112687	0.114221975
0.29186398	0.6366982	0.84794843
0.13244063	0.78502643	-0.17875078
0.81128836	0.14897913	-0.7980725
0.7488789	0.24670815	0.15625311
0.5967532	0.9790767	1.0178105
0.7289012	0.8862447	0.5672513
0.10319239	0.97706723	0.54733145
0.3201205	0.9460577	0.19463824
0.75848395	0.92765486	-0.588433
0.09444845	0.1411283	0.19131726
0.45332623	0.33191246	-0.3193836
0.39299315	0.2869329	-0.39696383
0.97521967	0.14057761	0.22929229
