x1	x2	x3	x4	x5	x6	x7	x8	x9	x10	x11	x12	x13	x14	x15	x16	x17	x18	x19	x20	x21	x22	x23	x24	x25	x26	x27	x28	x29	x30	x31	x32	x33	x34	x35	x36	x37	x38	x39	x40	x41	x42	x43	x44	x45	x46	x47	x48	x49	x50	y
0.46398592	0.8010576	0.46232992	0.59185535	0.21772605	0.3697151	0.046080172	0.91411906	0.68127394	0.38972318	0.74858147	0.87745917	0.25655687	0.95322484	0.76545084	0.091864526	0.5552461	0.4002943	0.15651172	0.9536817	0.55349934	0.63252145	0.9156272	0.55345213	0.7660181	0.2373054	0.46818465	0.45984614	0.07764685	0.366607	0.2542218	0.032552004	0.50498396	0.80530703	0.9077495	0.92864925	0.78938586	0.077064276	0.99756014	0.25875396	0.045576632	0.89625716	0.8972773	0.8947636	0.06134844	0.4895916	0.66850233	0.8589521	0.4988925	0.5256764	0.44713593
0.27513325	0.5991807	0.0488348	0.8634026	0.13024688	0.6432901	0.58598787	0.17734253	0.7349584	0.8844337	0.5555036	0.34136397	0.25826538	0.52294105	0.78866065	0.7744193	0.8546281	0.296817	0.94467086	0.5465949	0.50043154	0.5280826	0.68947494	0.056980133	0.40668112	0.92032915	0.6987642	0.7855638	0.013199091	0.7428499	0.1931122	0.6971352	0.24110681	0.39804822	0.8613243	0.8745213	0.055167615	0.29091614	0.24933052	0.13368177	0.956035	0.26296073	0.08511096	0.116996706	0.66860825	0.6609575	0.7603651	0.47878796	0.7419603	0.97170246	0.2325443
0.40208465	0.38024074	0.94690365	0.6288267	0.5104393	0.38694167	0.6968949	0.69386536	0.6902727	0.43213612	0.7794916	0.43949872	0.50919884	0.37388903	0.53042763	0.71057177	0.3143698	0.32229888	0.11368537	0.29127288	0.20976698	0.27350277	0.7014372	0.1450643	0.7495902	0.60724026	0.3626063	0.9736057	0.67710996	0.39633328	0.98961216	0.90879613	0.8545584	0.7066269	0.68815404	0.09415412	0.79121834	0.86622494	0.05902034	0.5973906	0.3415388	0.69743234	0.3040886	0.43451405	0.32517672	0.5131016	0.4520201	0.8499349	0.18699962	0.563445	-0.5285067
0.73477656	0.567793	0.023046374	0.25223762	0.8069447	0.48649186	0.29738492	0.961396	0.29214317	0.37658608	0.7213863	0.4601516	0.055440545	0.9356543	0.94331807	0.4759044	0.80498827	0.4302119	0.08744627	0.64565605	0.80632174	0.121436894	0.56919706	0.07461369	0.4649123	0.5687746	0.7895911	0.3050214	0.9167273	0.5514845	0.5295398	0.10774058	0.83361334	0.39661908	0.086446464	0.023352742	0.840524	0.31616068	0.5586805	0.86210513	0.47009206	0.04855603	0.21357948	0.19703138	0.23025984	0.45537394	0.7730603	0.2622832	0.77366763	0.79568374	0.66260993
0.19783449	0.652794	0.4364187	0.02118826	0.8399173	0.7139112	0.37620872	0.41323507	0.89443725	0.3058107	0.4490183	0.9136656	0.36640155	0.11559856	0.8294913	0.9477424	0.9449402	0.08539283	0.14670867	0.9704167	0.38086528	0.9751393	0.7625035	0.9378737	0.8258024	0.34178907	0.86114305	0.36612052	0.88699394	0.40599394	0.21840692	0.03589624	0.5861796	0.24935126	0.29306018	0.7372697	0.40941375	0.6782666	0.59825057	0.37378323	0.84865326	0.82177585	0.46523327	0.5028631	0.9950476	0.2655732	0.28046858	0.5315039	0.91296726	0.35299712	-0.60106045
0.02458173	0.33926737	0.81130093	0.5620058	0.55597776	0.9559315	0.46560556	0.24987018	0.6826241	0.4276473	0.96548533	0.7819728	0.8883459	0.052743852	0.72799563	0.8013691	0.8266469	0.39076978	0.29608154	0.40743142	0.75421023	0.60117495	0.50296587	0.23502094	0.39723825	0.3877234	0.7315138	0.16725922	0.5026671	0.24936038	0.93501216	0.9870231	0.85570794	0.7691103	0.81239885	0.81608176	0.76489407	0.31970024	0.34061068	0.8811019	0.5511538	0.3079642	0.6794594	0.17581123	0.939263	0.6153824	0.8790772	0.31451833	0.7926871	0.1421091	-0.5663206
0.9842939	0.63733405	0.57718647	0.6144038	0.73207754	0.89308685	0.9957583	0.69249994	0.6866371	0.4928468	0.5801847	0.96658164	0.6171127	0.82075095	0.9720714	0.5086429	0.5890094	0.20443934	0.46235144	0.9093795	0.3342116	0.18265635	0.16572028	0.050180018	0.4097587	0.86459386	0.6267218	0.6946761	0.5809305	0.05909735	0.7673885	0.030349076	0.21369892	0.45365995	0.110796034	0.40215576	0.6795502	0.35377473	0.84835124	0.2512045	0.84921235	0.96290517	0.45246756	0.44812298	0.289429	0.35761315	0.2099638	0.8988073	0.32134795	0.46456844	0.5706421
0.8189527	0.031390667	0.04884845	0.98519653	0.34366953	0.794571	0.40788823	0.98801917	0.7537301	0.19878983	0.23814636	0.21547395	0.8057743	0.9981128	0.6745283	0.8385304	0.17533672	0.7225385	0.43596947	0.7452029	0.1220091	0.80719566	0.86191666	0.0064778924	0.027388275	0.6017797	0.97200805	0.65837365	0.9036345	0.09187919	0.2922005	0.8059442	0.7175278	0.31245166	0.37733442	0.67294216	0.8938505	0.3333953	0.71739656	0.24443996	0.704988	0.54439557	0.3172741	0.49123704	0.39555234	0.8110999	0.29401636	0.89826673	0.8917563	0.6382623	0.35399252
0.20574272	0.0007687211	0.79855365	0.38280702	0.92563725	0.6470434	0.46479	0.4609897	0.85353357	0.09478146	0.17559582	0.8347782	0.5386728	0.6473901	0.24902546	0.2902596	0.20089442	0.4977746	0.6825414	0.47932982	0.35211653	0.7547881	0.9135877	0.4139452	0.06098807	0.396357	0.66712147	0.37018394	0.41335434	0.5188573	0.15835899	0.34950167	0.14985693	0.6161795	0.2792195	0.9353039	0.85926116	0.8670297	0.26154637	0.30264056	0.04022944	0.77087414	0.10185784	0.9323824	0.40917432	0.62138146	0.18247724	0.3634352	0.3833307	0.9809791	-0.31379843
0.45041537	0.66066885	0.894711	0.09227532	0.7165897	0.08224404	0.32686478	0.06504434	0.57663226	0.32559252	0.73887277	0.22750902	0.5522945	0.71814054	0.3434878	0.45948064	0.31348443	0.2171709	0.3149976	0.47432214	0.8982539	0.0044382215	0.6214535	0.073589444	0.4468097	0.6507426	0.485965	0.9171216	0.2513463	0.5711648	0.05082512	0.37008715	0.8187334	0.15473187	0.576709	0.8081132	0.30953074	0.29635435	0.10331565	0.7532968	0.8290645	0.46734983	0.75016457	0.8699515	0.18209386	0.88605547	0.23437762	0.20841658	0.013739347	0.138627	-0.41957885
0.66368	0.25377357	0.5663099	0.40797913	0.452609	0.57901263	0.5034164	0.0527941	0.47527337	0.08031428	0.067492604	0.09334725	0.949195	0.18896449	0.17983711	0.42200905	0.11375332	0.26879084	0.349531	0.22415042	0.12630957	0.528851	0.97734696	0.8158639	0.9676124	0.5276856	0.34251958	0.8096298	0.31661135	0.4103868	0.3443352	0.91752756	0.08438295	0.90836656	0.43117785	0.6482668	0.3789277	0.34403515	0.82354844	0.7722867	0.31059128	0.9622267	0.6255248	0.6195038	0.44272512	0.80829954	0.15041828	0.5423775	0.4004805	0.5980533	-0.63777065
