x1	x2	x3	x4	x5	x6	x7	x8	x9	x10	y
0.6911673	0.75143886	0.18295133	0.5367197	0.73477685	0.28964096	0.2584343	0.9923453	0.9856754	0.7309663	1.1414055
0.17873067	0.46175557	0.8663162	0.924093	0.076337814	0.6990995	0.67544496	0.9629027	0.7784628	0.58432716	-0.11727573
0.1424923	0.89884484	0.45959586	0.021553636	0.4249289	0.51116836	0.26602024	0.20739174	0.59729177	0.403997	-0.94812375
0.5449629	0.041731954	0.75299567	0.79792297	0.679046	0.77792215	0.9436761	0.02787304	0.82708436	0.43533516	-0.6697706
0.9220989	0.9398885	0.17649001	0.33750767	0.4312092	0.03048724	0.45348805	0.2778455	0.9797535	0.78658086	0.54858434
0.3649333	0.25622898	0.20768636	0.07322061	0.65359133	0.6162745	0.25850886	0.7041972	0.1869064	0.85260963	1.1700193
0.62732303	0.94657815	0.840903	0.7735706	0.04388106	0.67026764	0.98740155	0.3640595	0.67071646	0.55588794	0.31145015
0.27555507	0.036458135	0.12911808	0.15586948	0.2272535	0.9419524	0.4438163	0.08302331	0.07846981	0.9201631	0.6712008
0.109936	0.5785012	0.117666066	0.60857636	0.9378594	0.9324001	0.40980828	0.61261487	0.765721	0.3649575	0.5894089
0.092650235	0.47719568	0.8940782	0.1860547	0.15029866	0.8086452	0.3664323	0.637281	0.4899115	0.88930917	-0.09194709
0.2940663	0.510201	0.3542999	0.07152635	0.7100792	0.045116305	0.64414954	0.6581325	0.9272297	0.33931202	1.144969
0.5388223	0.0868873	0.11522281	0.7221836	0.54272383	0.018971086	0.087696314	0.08621943	0.5542275	0.49331117	-0.2992563
0.5692356	0.11244947	0.46024495	0.76968896	0.6930333	0.8849016	0.5033868	0.0337283	0.37138444	0.3031597	-0.6612181
0.23647803	0.7753004	0.81791085	0.10975587	0.7774425	0.200252	0.7328582	0.50804216	0.90700155	0.7404591	0.47019595
0.7365504	0.9245009	0.45623958	0.5545118	0.9950342	0.15600443	0.5308334	0.62145627	0.021592915	0.0034794211	1.1209915
0.055615425	0.2639882	0.7782561	0.36770618	0.073937714	0.5251606	0.5096007	0.69849616	0.5194633	0.56244487	0.034755185
0.43585962	0.13684607	0.47096574	0.7276129	0.9727832	0.08780974	0.54472715	0.87630904	0.4004125	0.27708417	0.18481164
0.03997624	0.8371295	0.02311927	0.75021636	0.43748373	0.7670058	0.8859457	0.44582003	0.52837473	0.06321263	-0.41346854
0.25524807	0.62492484	0.8371312	0.06152332	0.039040565	0.37017727	0.64732933	0.81524915	0.99346733	0.5201635	-0.11018104
0.90077084	0.41583025	0.9055469	0.17979807	0.35735434	0.2949019	0.9573962	0.5146194	0.0951857	0.041852534	-0.23575872
0.0528301	0.9846356	0.7286087	0.68283194	0.70848024	0.036289334	0.9271907	0.49295866	0.969629	0.832011	-0.21921465
0.7551879	0.8932401	0.27310073	0.5925748	0.6953531	0.74196947	0.82828784	0.3259955	0.012815595	0.0062505007	0.3494972
0.19274199	0.3903702	0.71983826	0.014840484	0.6036043	0.6423181	0.2972349	0.894235	0.6221456	0.49509025	0.50207675
0.0074055195	0.3227263	0.12267357	0.6904197	0.43192053	0.77987385	0.6644898	0.07282859	0.51806426	0.2136836	-0.87558496
0.7773863	0.9999186	0.28592348	0.88795245	0.6792199	0.20445448	0.83141416	0.033299685	0.27356887	0.6209688	0.17803368
0.90784436	0.91183907	0.7726348	0.1313318	0.1378814	0.7231466	0.8526238	0.35012788	0.7440242	0.454032	-0.69761235
0.2695486	0.4848132	0.66674334	0.10357213	0.057121098	0.0016641021	0.5592666	0.043784738	0.05979234	0.42628163	-0.12165188
0.9443905	0.6033051	0.21187437	0.04941237	0.91093045	0.93478537	0.8444078	0.6841566	0.39283472	0.64640707	0.32135034
0.8447253	0.65983343	0.43940622	0.9286175	0.5255431	0.6805036	0.8179075	0.96736956	0.15254503	0.9991133	0.890745
0.17518067	0.23587418	0.18809807	0.87684566	0.41722262	0.5106199	0.09726763	0.8839427	0.76750135	0.84929633	-0.68856996
0.65933335	0.7743753	0.32077235	0.76154244	0.21886909	0.4996935	0.56846315	0.04009068	0.45248187	0.05716026	-0.18020739
0.8971074	0.7258303	0.85397524	0.6643029	0.77378297	0.8167197	0.56784767	0.9452417	0.8425056	0.037813842	0.5203732
0.48135436	0.9086548	0.2366001	0.17281258	0.5947961	0.27965444	0.30030942	0.14158052	0.44581604	0.37213254	-0.08221577
0.9897946	0.65398216	0.6248411	0.637358	0.57961935	0.34463453	0.40207648	0.04308027	0.16667807	0.5862364	-0.1630914
0.24794126	0.5673637	0.7047337	0.67364997	0.99182796	0.026680112	0.9084214	0.2172029	0.5430832	0.14490014	0.0074369023
0.59215796	0.12980402	0.07597005	0.23022771	0.77542603	0.7997669	0.54382384	0.6785989	0.07327545	0.23071194	-0.47757146
0.0054453015	0.40737587	0.6923513	0.5624184	0.13277	0.6564033	0.76221156	0.5376096	0.74090904	0.042193472	-0.15425421
0.7470054	0.7171109	0.6377142	0.99991345	0.62389106	0.66297674	0.9562674	0.62229645	0.59591293	0.32036692	2.1303186
