x1	x2	x3	x4	x5	x6	x7	x8	x9	x10	x11	x12	x13	x14	x15	x16	x17	x18	x19	x20	x21	x22	x23	x24	x25	x26	x27	x28	x29	x30	x31	x32	x33	x34	x35	x36	x37	x38	x39	x40	x41	x42	x43	x44	x45	x46	x47	x48	x49	x50	y
0.78025144	0.997715	0.81203705	0.92152506	0.8677371	0.6782258	0.696194	0.43011415	0.7670319	0.12863934	0.4753071	0.82804084	0.75123894	0.31930107	0.44764	0.10767233	0.46273017	0.11295527	0.023676157	0.28584123	0.68264353	0.44192368	0.80949706	0.86567944	0.03395146	0.95141965	0.9277613	0.20437682	0.28063136	0.080450535	0.64378786	0.970406	0.9040494	0.41876423	0.8604429	0.24279618	0.41660947	0.81172544	0.813702	0.58882236	0.67083645	0.24587202	0.036212623	0.22688478	0.3157388	0.049818814	0.74364924	0.64992106	0.3709637	0.47451395	-0.63438845
0.19243908	0.1364032	0.29609478	0.36766702	0.39089102	0.19427651	0.68604064	0.37195587	0.427472	0.5708118	0.62541425	0.19029903	0.9121391	0.25401086	0.41330045	0.65379274	0.20858467	0.38909966	0.019898891	0.25637573	0.5638482	0.87955254	0.27368188	0.004989505	0.32996845	0.4438535	0.26451373	0.09464371	0.6407148	0.4459359	0.307711	0.40661657	0.06178683	0.19799805	0.72728354	0.11127776	0.037184715	0.24616277	0.608848	0.73533344	0.5731366	0.7822625	0.7042554	0.82619303	0.86466813	0.1515007	0.68970805	0.20347768	0.46790117	0.30474085	-0.3641504
0.914263	0.40081608	0.89891356	0.908967	0.9042086	0.5143084	0.36971414	0.23966438	0.03502369	0.85843295	0.42993277	0.6175546	0.72333926	0.6309612	0.29665655	0.039720476	0.7542246	0.20957601	0.6785754	0.7007394	0.15033108	0.30630606	0.9000874	0.24500257	0.84272516	0.11954558	0.40402335	0.74158984	0.87824917	0.25190055	0.24651176	0.73022205	0.72045493	0.7305852	0.5751403	0.38951546	0.4954757	0.22087216	0.8620007	0.49860483	0.247904	0.82848096	0.9906437	0.52125645	0.37232512	0.43207693	0.9684253	0.34685254	0.30298692	0.65672094	-0.08996606
0.64828527	0.7633316	0.2489366	0.4259237	0.56705266	0.9171688	0.9235624	0.10123378	0.536353	0.9908544	0.99331397	0.3101458	0.89773875	0.1733926	0.0611791	0.65994143	0.06287897	0.7635658	0.1331715	0.7112323	0.97786677	0.28540832	0.36791307	0.40547448	0.85653025	0.96074665	0.78385025	0.5248305	0.64063346	0.64622575	0.36229992	0.85196215	0.5524323	0.13641727	0.2806568	0.91799664	0.026333869	0.4947275	0.6641817	0.62829196	0.21052659	0.38778836	0.89897144	0.6747812	0.9534121	0.08016521	0.1612308	0.5244541	0.919991	0.9151736	-0.99446416
0.5609141	0.06892872	0.36271572	0.8641272	0.6647394	0.3269478	0.75353473	0.57559645	0.570536	0.36012208	0.3124283	0.24459356	0.07777208	0.039288998	0.55867565	0.672825	0.28909492	0.02185589	0.009413898	0.04302317	0.06739354	0.623186	0.32563365	0.22260958	0.56230456	0.6131892	0.121231735	0.27328676	0.029837787	0.8166935	0.7893324	0.9669625	0.4260267	0.20856148	0.9411401	0.6177838	0.5833263	0.876316	0.9416731	0.13655883	0.51066095	0.8240658	0.9545027	0.6160574	0.4232421	0.19339979	0.49994445	0.2913041	0.9657412	0.70051914	-0.28573695
0.7818131	0.36053407	0.017855108	0.09949446	0.0054086447	0.75195533	0.34437168	0.4618352	0.7764258	0.9596532	0.510719	0.67355967	0.36530793	0.7452934	0.085868955	0.46273446	0.40299994	0.46737415	0.87408894	0.48626685	0.16846383	0.7873031	0.31325513	0.7594003	0.7201082	0.8996101	0.9946117	0.60229063	0.17214203	0.45654064	0.40199298	0.6479814	0.05358851	0.39694732	0.34899253	0.41528016	0.63322604	0.9555425	0.27580392	0.6045797	0.72459656	0.6638156	0.14376587	0.048829377	0.5267031	0.04229498	0.5129649	0.60269004	0.22012895	0.49860346	0.7705133
0.9357828	0.057314873	0.06031674	0.006758809	0.23130345	0.28172302	0.5347203	0.5180711	0.1372158	0.06300765	0.49529618	0.8384908	0.8313494	0.293383	0.60333	0.39079547	0.53636694	0.34215343	0.5309836	0.31693095	0.48819387	0.48675537	0.19743729	0.33225495	0.08715755	0.895094	0.17028409	0.27985483	0.03665805	0.09573144	0.2800994	0.70122576	0.26252836	0.89512277	0.3715182	0.79282165	0.84001017	0.12812138	0.9900612	0.61555004	0.9976855	0.18073732	0.15119034	0.70451075	0.46968722	0.068479836	0.82793534	0.84610915	0.06821513	0.8263414	0.2674381
0.43336934	0.2945627	0.42611325	0.64929724	0.2753902	0.88497394	0.43661147	0.2014054	0.41985476	0.2790699	0.5302156	0.31745344	0.80863607	0.39659345	0.7226931	0.8326466	0.11017865	0.90078163	0.35164535	0.9674505	0.06340885	0.646073	0.03469193	0.21611166	0.5115966	0.3520699	0.106457114	0.38838774	0.56689537	0.9040991	0.3684892	0.028104603	0.4767472	0.09741098	0.31163448	0.7345058	0.32668638	0.0076209307	0.9282704	0.4600156	0.11340368	0.66251576	0.06093347	0.93854433	0.38895524	0.14490819	0.4722672	0.88775784	0.8817096	0.17491347	-0.3400027
0.5644697	0.0022425652	0.2304107	0.48728997	0.25589705	0.48653764	0.31118625	0.96056765	0.8690385	0.65585786	0.01350075	0.71655196	0.81246626	0.24467665	0.09806657	0.30431217	0.33751667	0.71880406	0.61536354	0.70041746	0.260517	0.67789847	0.45654994	0.46648633	0.76883954	0.14168352	0.1778788	0.6379934	0.39591348	0.42017162	0.46219426	0.4329267	0.35611922	0.08954859	0.30452824	0.43711185	0.8511715	0.19819605	0.9467558	0.17169231	0.5088578	0.9271462	0.63160765	0.45154506	0.34701878	0.7156848	0.75572884	0.06605393	0.32583308	0.85806346	0.38566136
0.642488	0.9136401	0.6077805	0.023184538	0.16114247	0.0682798	0.78750837	0.2754827	0.76136094	0.49183863	0.98553735	0.8119276	0.016372561	0.69091064	0.0034180284	0.41200322	0.3013764	0.5605141	0.06491721	0.86507934	0.813543	0.8317752	0.7940367	0.30988848	0.79592234	0.7443094	0.44367933	0.17000645	0.57903594	0.5166956	0.4320866	0.27174407	0.11000723	0.82891446	0.51670563	0.70853126	0.7709402	0.19166845	0.3123209	0.7773496	0.660391	0.57174766	0.8433663	0.80418444	0.42048782	0.32668608	0.9623992	0.34634405	0.0027706623	0.5290143	0.21317595
